@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric

@data
752,'2018/11/21 07:51:18:985',3,50.141636,5.73858,152,232,?
753,'2018/11/21 07:51:19:003',3,50.129101,5.745317,152,243,?
754,'2018/11/21 07:51:19:018',3,50.127747,5.755731,147,260,?
755,'2018/11/21 07:51:19:035',3,50.130749,5.769804,138,269,?
756,'2018/11/21 07:51:19:051',3,50.136272,5.801424,127,279,?
757,'2018/11/21 07:51:19:068',3,50.140072,5.820567,115,285,?
758,'2018/11/21 07:51:19:085',3,50.154747,5.853219,104,288,?
759,'2018/11/21 07:51:19:101',3,50.161404,5.863027,96,288,?
760,'2018/11/21 07:51:19:118',3,50.170746,5.866667,89,288,?
761,'2018/11/21 07:51:19:135',3,50.159096,5.852901,86,285,?
762,'2018/11/21 07:51:19:151',3,50.153084,5.845675,84,277,?
763,'2018/11/21 07:51:19:168',3,50.117233,5.8265,84,268,?
764,'2018/11/21 07:51:19:185',3,50.09248,5.811397,84,260,?
765,'2018/11/21 07:51:19:201',3,50.075825,5.798653,89,253,?
766,'2018/11/21 07:51:19:218',3,50.088535,5.806855,98,246,?
767,'2018/11/21 07:51:19:235',3,50.089157,5.814527,108,243,?
768,'2018/11/21 07:51:19:251',3,50.126068,5.816568,120,243,?
769,'2018/11/21 07:51:19:268',3,50.136749,5.821392,132,243,?
770,'2018/11/21 07:51:19:285',3,50.173214,5.809428,145,243,?
771,'2018/11/21 07:51:19:301',3,50.180855,5.805845,158,246,?
772,'2018/11/21 07:51:19:318',3,50.200134,5.794786,170,257,?
773,'2018/11/21 07:51:19:336',3,50.207535,5.78401,178,269,?
774,'2018/11/21 07:51:19:353',3,50.213284,5.784614,183,274,?
775,'2018/11/21 07:51:19:370',3,50.218899,5.790257,184,285,?
776,'2018/11/21 07:51:19:385',3,50.21917,5.788541,184,292,?
777,'2018/11/21 07:51:19:402',3,50.234932,5.806742,170,295,?
778,'2018/11/21 07:51:19:420',3,50.234188,5.811071,150,293,?
779,'2018/11/21 07:51:19:436',3,50.248505,5.862968,134,284,?
780,'2018/11/21 07:51:19:453',3,50.258312,5.916336,120,276,?
781,'2018/11/21 07:51:19:470',3,50.248089,5.944124,105,269,?
782,'2018/11/21 07:51:19:486',3,50.244434,5.977668,96,262,?
783,'2018/11/21 07:51:19:503',3,50.220669,5.99904,92,259,?
784,'2018/11/21 07:51:19:520',3,50.176456,5.991805,92,248,?
785,'2018/11/21 07:51:19:536',3,50.160793,5.985126,93,241,?
786,'2018/11/21 07:51:19:553',3,50.141994,5.992731,104,243,?
787,'2018/11/21 07:51:19:569',3,50.137341,5.99948,119,243,?
788,'2018/11/21 07:51:19:586',3,50.139721,6.008864,132,250,?
789,'2018/11/21 07:51:19:603',3,50.140915,6.019417,149,251,?
790,'2018/11/21 07:51:19:619',3,50.140694,6.024971,164,255,?
791,'2018/11/21 07:51:19:636',3,50.180546,6.01984,175,257,?
792,'2018/11/21 07:51:19:653',3,50.214111,6.009634,182,257,?
793,'2018/11/21 07:51:19:670',3,50.283787,6.00021,184,265,?
794,'2018/11/21 07:51:19:686',3,50.318062,6.007719,184,272,?
795,'2018/11/21 07:51:19:704',3,50.343258,6.019507,181,273,?
796,'2018/11/21 07:51:19:720',3,50.353966,6.034338,171,273,?
797,'2018/11/21 07:51:19:736',3,50.349491,6.050984,160,271,?
798,'2018/11/21 07:51:19:753',3,50.32785,6.060508,150,264,?
799,'2018/11/21 07:51:19:769',3,50.294174,6.059313,143,260,?
800,'2018/11/21 07:51:19:786',3,50.249962,6.045076,138,258,?
801,'2018/11/21 07:51:19:803',3,50.209644,6.025666,134,248,?
802,'2018/11/21 07:51:19:820',3,50.168556,6.004039,134,243,?
803,'2018/11/21 07:51:19:836',3,50.157658,5.998425,134,243,?
804,'2018/11/21 07:51:19:852',3,50.173359,6.002701,134,239,?
805,'2018/11/21 07:51:19:870',3,50.185112,6.004474,142,244,?
806,'2018/11/21 07:51:19:887',3,50.221897,6.013062,153,244,?
807,'2018/11/21 07:51:19:902',3,50.280083,6.022982,170,245,?
808,'2018/11/21 07:51:19:919',3,50.306553,6.03037,182,250,?
809,'2018/11/21 07:51:19:936',3,50.33099,6.031221,194,253,?
810,'2018/11/21 07:51:19:952',3,50.343704,6.020739,206,256,?
811,'2018/11/21 07:51:19:970',3,50.345654,6.013838,213,257,?
812,'2018/11/21 07:51:19:985',3,50.349651,6.016874,216,259,?
813,'2018/11/21 07:51:20:002',3,50.365776,6.016119,216,269,?
814,'2018/11/21 07:51:20:019',3,50.36739,6.012117,207,275,?
815,'2018/11/21 07:51:20:036',3,50.371647,6.011098,185,279,?
816,'2018/11/21 07:51:20:052',3,50.370827,6.012116,166,276,?
817,'2018/11/21 07:51:20:069',3,50.359425,6.012059,151,270,?
818,'2018/11/21 07:51:20:086',3,50.346134,6.013009,136,265,?
819,'2018/11/21 07:51:20:102',3,50.331558,6.008969,124,261,?
820,'2018/11/21 07:51:20:119',3,50.288635,5.990206,117,258,?
821,'2018/11/21 07:51:20:135',3,50.215733,5.958141,115,252,?
822,'2018/11/21 07:51:20:152',3,50.158688,5.966354,115,244,?
823,'2018/11/21 07:51:20:168',3,50.141315,5.962638,119,240,?
824,'2018/11/21 07:51:20:186',3,50.145962,5.964994,130,243,?
825,'2018/11/21 07:51:20:202',3,50.166012,5.979541,147,245,?
826,'2018/11/21 07:51:20:219',3,50.17001,5.992311,166,249,?
827,'2018/11/21 07:51:20:236',3,50.214104,5.989545,180,250,?
828,'2018/11/21 07:51:20:253',3,50.220844,5.982729,192,250,?
829,'2018/11/21 07:51:20:269',3,50.2682,5.959243,198,252,?
830,'2018/11/21 07:51:20:290',3,50.287689,5.941489,198,262,?
831,'2018/11/21 07:51:20:303',3,50.326584,5.909324,198,267,?
832,'2018/11/21 07:51:20:318',3,50.350182,5.912223,186,267,?
833,'2018/11/21 07:51:20:335',3,50.353405,5.913333,171,265,?
834,'2018/11/21 07:51:20:352',3,50.354782,5.923449,157,259,?
835,'2018/11/21 07:51:20:368',3,50.35033,5.939587,146,256,?
836,'2018/11/21 07:51:20:385',3,50.325481,5.943637,138,250,?
837,'2018/11/21 07:51:20:402',3,50.27203,5.928931,134,243,?
838,'2018/11/21 07:51:20:419',3,50.209446,5.888011,134,240,?
839,'2018/11/21 07:51:20:436',3,50.157227,5.8799,134,236,?
840,'2018/11/21 07:51:20:452',3,50.122192,5.852232,139,228,?
841,'2018/11/21 07:51:20:469',3,50.111404,5.871726,151,217,?
842,'2018/11/21 07:51:20:485',3,50.099354,5.876234,169,207,?
843,'2018/11/21 07:51:20:502',3,50.123028,5.882929,180,204,?
844,'2018/11/21 07:51:20:518',3,50.186794,5.896888,193,204,?
845,'2018/11/21 07:51:20:535',3,50.230785,5.893126,200,204,?
846,'2018/11/21 07:51:20:552',3,50.243042,5.881195,202,212,?
847,'2018/11/21 07:51:20:568',3,50.329487,5.832932,202,228,?
848,'2018/11/21 07:51:20:585',3,50.346096,5.822033,196,243,?
849,'2018/11/21 07:51:20:604',3,50.379166,5.831079,177,261,?
850,'2018/11/21 07:51:20:620',3,50.392452,5.861373,160,263,?
851,'2018/11/21 07:51:20:636',3,50.399574,5.883112,140,262,?
852,'2018/11/21 07:51:20:652',3,50.419418,5.934119,126,257,?
853,'2018/11/21 07:51:20:668',3,50.410408,5.941105,112,251,?
854,'2018/11/21 07:51:20:686',3,50.394382,5.946695,104,248,?
855,'2018/11/21 07:51:20:702',3,50.388561,5.935648,100,242,?
856,'2018/11/21 07:51:20:718',3,50.231903,5.868104,100,235,?
857,'2018/11/21 07:51:20:736',3,50.16441,5.826026,100,233,?
858,'2018/11/21 07:51:20:755',3,50.133339,5.812989,105,230,?
859,'2018/11/21 07:51:20:770',3,50.151287,5.842083,117,227,?
860,'2018/11/21 07:51:20:832',3,50.15905,5.855508,117,227,?
861,'2018/11/21 07:51:20:834',3,50.251564,5.900259,117,227,?
862,'2018/11/21 07:51:20:838',3,50.276226,5.920754,117,227,?
863,'2018/11/21 07:51:20:838',3,50.340717,5.93944,164,211,?
864,'2018/11/21 07:51:20:854',3,50.360027,5.947444,193,200,?
865,'2018/11/21 07:51:20:868',3,50.355202,5.928311,208,200,?
866,'2018/11/21 07:51:20:886',3,50.335464,5.920411,220,202,?
867,'2018/11/21 07:51:20:902',3,50.313881,5.919237,230,215,?
868,'2018/11/21 07:51:20:918',3,50.331841,5.906203,234,234,?
869,'2018/11/21 07:51:20:937',3,50.331024,5.898619,234,254,?
870,'2018/11/21 07:51:20:953',3,50.375683,5.899005,230,276,?
871,'2018/11/21 07:51:20:968',3,50.386444,5.896221,212,290,?
872,'2018/11/21 07:51:20:986',3,50.413673,5.919519,192,295,?
873,'2018/11/21 07:51:21:002',3,50.410347,5.928442,175,288,?
874,'2018/11/21 07:51:21:020',3,50.371063,5.951859,156,288,?
875,'2018/11/21 07:51:21:036',3,50.365578,5.955366,136,280,?
876,'2018/11/21 07:51:21:052',3,50.311115,5.948812,124,292,?
877,'2018/11/21 07:51:21:070',3,50.307358,5.954823,115,296,?
878,'2018/11/21 07:51:21:085',3,50.264271,5.946688,108,298,?
879,'2018/11/21 07:51:21:101',3,50.238354,5.946493,105,298,?
880,'2018/11/21 07:51:21:119',3,50.223331,5.955295,104,298,?
881,'2018/11/21 07:51:21:135',3,50.211273,5.961986,104,289,?
882,'2018/11/21 07:51:21:153',3,50.214546,5.985262,107,267,?
883,'2018/11/21 07:51:21:171',3,50.267986,6.004397,116,241,?
884,'2018/11/21 07:51:21:186',3,50.285347,6.011486,124,223,?
885,'2018/11/21 07:51:21:203',3,50.327015,6.006718,130,226,?
886,'2018/11/21 07:51:21:220',3,50.346706,6.005252,134,225,?
887,'2018/11/21 07:51:21:237',3,50.319252,5.990023,135,228,?
888,'2018/11/21 07:51:21:252',3,50.292778,5.9853,135,233,?
889,'2018/11/21 07:51:21:269',3,50.26532,5.987678,134,237,?
890,'2018/11/21 07:51:21:286',3,50.230637,5.990338,125,242,?
891,'2018/11/21 07:51:21:302',3,50.210354,5.995173,116,241,?
892,'2018/11/21 07:51:21:319',3,50.202312,6.001943,108,242,?
893,'2018/11/21 07:51:21:336',3,50.214664,6.0131,102,243,?
894,'2018/11/21 07:51:21:352',3,50.226395,6.027481,100,243,?
895,'2018/11/21 07:51:21:369',3,50.22784,6.031758,100,243,?
896,'2018/11/21 07:51:21:385',3,50.235424,6.071951,100,243,?
897,'2018/11/21 07:51:21:402',3,50.232578,6.080045,100,243,?
898,'2018/11/21 07:51:21:418',3,50.250908,6.111509,102,243,?
899,'2018/11/21 07:51:21:435',3,50.267406,6.137197,110,246,?
900,'2018/11/21 07:51:21:451',3,50.282124,6.159962,119,251,?
901,'2018/11/21 07:51:21:469',3,50.287266,6.180625,130,256,?
902,'2018/11/21 07:51:21:485',3,50.268223,6.187348,142,258,?
903,'2018/11/21 07:51:21:503',3,50.258003,6.192437,158,262,?
904,'2018/11/21 07:51:21:519',3,50.251274,6.197824,173,265,?
905,'2018/11/21 07:51:21:536',3,50.256184,6.191653,189,267,?
906,'2018/11/21 07:51:21:552',3,50.254128,6.187605,205,269,?
907,'2018/11/21 07:51:21:570',3,50.261448,6.198078,222,269,?
908,'2018/11/21 07:51:21:587',3,50.265358,6.207277,239,269,?
909,'2018/11/21 07:51:21:601',3,50.272919,6.219236,254,286,?
910,'2018/11/21 07:51:21:619',3,50.277126,6.225428,266,297,?
911,'2018/11/21 07:51:21:636',3,50.28791,6.212387,279,307,?
912,'2018/11/21 07:51:21:652',3,50.295849,6.194404,288,313,?
913,'2018/11/21 07:51:21:669',3,50.304108,6.17575,293,317,?
914,'2018/11/21 07:51:21:688',3,50.305149,6.18326,295,317,?
915,'2018/11/21 07:51:21:704',3,50.325733,6.239709,295,317,?
916,'2018/11/21 07:51:21:719',3,50.282566,6.24981,295,317,?
917,'2018/11/21 07:51:21:735',3,50.223648,6.249995,295,312,?
918,'2018/11/21 07:51:21:752',3,50.147427,6.232789,284,299,?
919,'2018/11/21 07:51:21:769',3,50.0116,6.2019,273,283,?
920,'2018/11/21 07:51:21:785',3,50.006741,6.212278,259,261,?
921,'2018/11/21 07:51:21:802',3,49.968239,6.223357,244,237,?
922,'2018/11/21 07:51:21:820',3,50.043407,6.261742,229,220,?
923,'2018/11/21 07:51:21:837',3,50.068813,6.287818,218,226,?
924,'2018/11/21 07:51:21:853',3,50.125595,6.268473,211,231,?
925,'2018/11/21 07:51:21:869',3,50.127689,6.258256,204,234,?
926,'2018/11/21 07:51:21:885',3,50.128784,6.214485,201,239,?
927,'2018/11/21 07:51:21:903',3,50.122776,6.207017,201,239,?
928,'2018/11/21 07:51:21:919',3,50.064686,6.139346,201,239,?
929,'2018/11/21 07:51:21:936',3,50.08588,6.216009,201,239,?
930,'2018/11/21 07:51:21:951',3,50.11132,6.280819,201,247,?
931,'2018/11/21 07:51:21:969',3,50.178123,6.397033,209,253,?
932,'2018/11/21 07:51:21:986',3,50.190228,6.409842,219,261,?
933,'2018/11/21 07:51:22:003',3,50.260815,6.468868,231,265,?
934,'2018/11/21 07:51:22:020',3,50.267105,6.460869,243,269,?
935,'2018/11/21 07:51:22:037',3,50.285103,6.438085,256,272,?
936,'2018/11/21 07:51:22:054',3,50.282501,6.435234,264,271,?
937,'2018/11/21 07:51:22:069',3,50.272663,6.428039,272,284,?
938,'2018/11/21 07:51:22:086',3,50.284698,6.440834,276,291,?
939,'2018/11/21 07:51:22:102',3,50.286453,6.437572,276,292,?
940,'2018/11/21 07:51:22:119',3,50.314228,6.45705,276,292,?
941,'2018/11/21 07:51:22:136',3,50.266384,6.428176,276,292,?
942,'2018/11/21 07:51:22:151',3,50.214008,6.400468,271,285,?
943,'2018/11/21 07:51:22:169',3,50.156643,6.379137,260,269,?
944,'2018/11/21 07:51:22:187',3,50.097763,6.364742,243,238,?
945,'2018/11/21 07:51:22:203',3,50.021626,6.330543,229,216,?
946,'2018/11/21 07:51:22:220',3,50.025948,6.352046,216,217,?
947,'2018/11/21 07:51:22:235',3,50.065083,6.397441,207,225,?
948,'2018/11/21 07:51:22:252',3,50.090546,6.39258,200,231,?
949,'2018/11/21 07:51:22:269',3,50.091076,6.392288,194,233,?
950,'2018/11/21 07:51:22:285',3,50.073078,6.356514,194,240,?
951,'2018/11/21 07:51:22:303',3,50.060101,6.345868,194,240,?
952,'2018/11/21 07:51:22:319',3,50.088848,6.407885,194,240,?
953,'2018/11/21 07:51:22:335',3,50.133171,6.484898,194,240,?
954,'2018/11/21 07:51:22:351',3,50.163155,6.513688,196,247,?
955,'2018/11/21 07:51:22:369',3,50.264828,6.578111,207,256,?
956,'2018/11/21 07:51:22:387',3,50.338913,6.525159,207,256,?
957,'2018/11/21 07:51:22:402',3,50.398201,6.458031,207,256,?
958,'2018/11/21 07:51:22:420',3,50.443165,6.422984,207,256,?
959,'2018/11/21 07:51:22:436',3,50.464634,6.38302,207,256,?
960,'2018/11/21 07:51:22:452',3,50.455605,6.353747,207,256,?
961,'2018/11/21 07:51:22:469',3,50.45874,6.343918,207,256,?
962,'2018/11/21 07:51:22:486',3,50.465805,6.339881,207,256,?
963,'2018/11/21 07:51:22:502',3,50.526218,6.335956,207,256,?
964,'2018/11/21 07:51:22:520',3,50.625771,6.278821,207,256,?
965,'2018/11/21 07:51:22:536',3,50.681515,6.239043,207,256,?
966,'2018/11/21 07:51:22:553',3,50.841713,6.141263,207,256,?
967,'2018/11/21 07:51:22:570',3,50.865696,6.115679,207,256,?
968,'2018/11/21 07:51:22:586',3,50.985443,5.972603,207,256,?
969,'2018/11/21 07:51:22:602',3,51.019527,5.918476,207,256,?
970,'2018/11/21 07:51:22:620',3,51.085762,5.7553,207,256,?
971,'2018/11/21 07:51:22:636',3,51.100563,5.693963,207,256,?
972,'2018/11/21 07:51:22:653',3,51.107819,5.55968,207,256,?
973,'2018/11/21 07:51:22:670',3,51.0839,5.4851,207,256,?
974,'2018/11/21 07:51:22:686',3,51.068035,5.489325,207,256,?
975,'2018/11/21 07:51:22:703',3,51.081512,5.566947,207,256,?
976,'2018/11/21 07:51:22:719',3,51.089363,5.607453,207,256,?
977,'2018/11/21 07:51:22:736',3,51.194302,5.711505,207,256,?
978,'2018/11/21 07:51:22:753',3,51.267677,5.745177,207,256,?
979,'2018/11/21 07:51:22:770',3,51.358707,5.759557,207,256,?
980,'2018/11/21 07:51:22:786',3,51.449028,5.773667,207,256,?
981,'2018/11/21 07:51:22:803',3,51.527718,5.767702,207,256,?
982,'2018/11/21 07:51:22:820',3,51.56929,5.746525,207,256,?
983,'2018/11/21 07:51:22:836',3,51.60778,5.738073,207,256,?
984,'2018/11/21 07:51:22:854',3,51.598938,5.75262,207,256,?
985,'2018/11/21 07:51:22:869',3,51.588745,5.759422,207,256,?
986,'2018/11/21 07:51:22:886',3,51.536083,5.778767,207,256,?
987,'2018/11/21 07:51:22:902',3,51.527966,5.789517,207,256,?
988,'2018/11/21 07:51:22:922',3,51.515148,5.825255,207,256,?
989,'2018/11/21 07:51:22:937',3,51.476654,5.810593,207,256,?
990,'2018/11/21 07:51:22:953',3,51.454285,5.778293,207,256,?
991,'2018/11/21 07:51:22:970',3,51.439163,5.737773,207,256,?
992,'2018/11/21 07:51:22:986',3,51.40432,5.70258,207,256,?
993,'2018/11/21 07:51:23:002',3,51.388363,5.725636,207,256,?
994,'2018/11/21 07:51:23:019',3,51.3904,5.738078,207,256,?
995,'2018/11/21 07:51:23:038',3,51.403339,5.787897,207,256,?
996,'2018/11/21 07:51:23:053',3,51.416637,5.806705,207,256,?
1267,'2018/11/21 07:52:24:139',5,20.19178,0.940413,802,1262,0
1268,'2018/11/21 07:52:24:156',5,19.327188,1.013853,802,1262,0
1269,'2018/11/21 07:52:24:173',5,18.545763,1.082847,802,1262,0
1270,'2018/11/21 07:52:24:191',5,17.756794,1.129677,802,1262,0
1271,'2018/11/21 07:52:24:207',5,17.037603,1.090779,802,1262,0
1272,'2018/11/21 07:52:24:223',5,16.336178,0.912853,802,1262,0
1273,'2018/11/21 07:52:24:240',5,15.965125,0.80576,802,1262,0
1274,'2018/11/21 07:52:24:255',5,15.696549,0.706952,802,1262,0
1275,'2018/11/21 07:52:24:272',5,15.744781,0.72223,802,1262,0
1276,'2018/11/21 07:52:24:291',5,15.695891,0.811923,802,1262,0
1277,'2018/11/21 07:52:24:305',5,15.613153,0.824998,802,1262,0
1278,'2018/11/21 07:52:24:322',5,15.599434,0.788655,802,1262,0
1279,'2018/11/21 07:52:24:339',5,15.510375,0.785197,802,1262,0
1280,'2018/11/21 07:52:24:356',5,15.32144,0.676698,802,1262,0
1281,'2018/11/21 07:52:24:373',5,15.371911,0.603986,802,1262,0
1282,'2018/11/21 07:52:24:390',5,15.401274,0.597829,802,1262,0
1283,'2018/11/21 07:52:24:408',5,15.496306,0.598588,802,1262,0
1284,'2018/11/21 07:52:24:422',5,15.473962,0.595641,802,1262,0
1285,'2018/11/21 07:52:24:440',5,15.473962,0.595641,802,1262,0
1286,'2018/11/21 07:52:24:456',5,15.704345,0.623685,802,1262,0
1287,'2018/11/21 07:52:24:473',5,15.804112,0.669954,802,1262,0
1288,'2018/11/21 07:52:24:489',5,15.885083,0.73919,802,1262,0
1289,'2018/11/21 07:52:24:508',5,15.975549,0.836169,802,1262,0
1290,'2018/11/21 07:52:24:526',5,16.01623,0.879102,802,1262,0
1291,'2018/11/21 07:52:24:541',5,16.077894,0.93679,802,1262,0
1292,'2018/11/21 07:52:24:559',5,16.087664,0.987885,802,1262,0
1293,'2018/11/21 07:52:24:576',5,16.076004,0.993855,802,1262,0
1294,'2018/11/21 07:52:24:590',5,16.0555,1.012172,802,1262,0
1295,'2018/11/21 07:52:24:609',5,15.96629,1.060988,802,1262,0
1296,'2018/11/21 07:52:24:624',5,15.921678,1.085489,802,1262,0
1297,'2018/11/21 07:52:24:640',5,15.879781,1.100784,802,1262,0
1298,'2018/11/21 07:52:24:659',5,15.879781,1.100784,802,1262,0
1299,'2018/11/21 07:52:24:676',5,15.846665,1.123352,802,1262,0
1300,'2018/11/21 07:52:24:691',5,15.862887,1.120466,802,1262,0
1301,'2018/11/21 07:52:24:711',5,15.878126,1.125583,802,1262,0
1302,'2018/11/21 07:52:24:725',5,15.952363,1.12301,802,1262,0
1303,'2018/11/21 07:52:24:741',5,15.974755,1.133424,802,1262,0
1304,'2018/11/21 07:52:24:758',5,15.974449,1.133538,802,1262,0
1305,'2018/11/21 07:52:24:776',5,15.969161,1.142736,802,1262,0
1306,'2018/11/21 07:52:24:792',5,15.940994,1.141338,802,1262,0
1307,'2018/11/21 07:52:24:809',5,15.890778,1.129147,802,1262,0
1308,'2018/11/21 07:52:24:826',5,15.85392,1.123887,802,1262,0
1309,'2018/11/21 07:52:24:842',5,15.787563,1.115727,802,1262,0
1310,'2018/11/21 07:52:24:859',5,15.757105,1.121995,802,1262,0
1311,'2018/11/21 07:52:24:875',5,15.754936,1.124436,802,1262,0
1312,'2018/11/21 07:52:24:890',5,15.720407,1.144046,802,1262,0
1313,'2018/11/21 07:52:24:908',5,15.713031,1.146538,802,1262,0
1314,'2018/11/21 07:52:24:923',5,15.704086,1.149869,802,1262,0
1315,'2018/11/21 07:52:24:943',5,15.694101,1.145263,802,1262,0
1316,'2018/11/21 07:52:24:958',5,15.683891,1.14864,802,1262,0
1317,'2018/11/21 07:52:24:972',5,15.673734,1.153309,802,1262,0
1318,'2018/11/21 07:52:24:989',5,15.661441,1.148938,802,1262,0
1319,'2018/11/21 07:52:25:007',5,15.656435,1.136836,802,1262,0
1320,'2018/11/21 07:52:25:022',5,15.649258,1.139341,802,1262,0
1321,'2018/11/21 07:52:25:040',5,15.649094,1.136147,802,1262,0
1322,'2018/11/21 07:52:25:056',5,15.642775,1.13972,802,1262,0
1323,'2018/11/21 07:52:25:073',5,15.636562,1.144932,802,1262,0
1324,'2018/11/21 07:52:25:089',5,15.630772,1.142052,802,1262,0
1325,'2018/11/21 07:52:25:108',5,15.615688,1.142484,802,1262,0
1326,'2018/11/21 07:52:25:125',5,15.606405,1.146052,802,1262,0
1327,'2018/11/21 07:52:25:140',5,15.597597,1.144263,802,1262,0
1328,'2018/11/21 07:52:25:156',5,15.553977,1.153082,802,1262,0
1329,'2018/11/21 07:52:25:173',5,15.543438,1.159265,802,1262,0
1330,'2018/11/21 07:52:25:189',5,15.493121,1.174873,802,1262,0
1331,'2018/11/21 07:52:25:205',5,15.466471,1.184311,802,1262,0
1332,'2018/11/21 07:52:25:225',5,15.452776,1.176003,802,1262,0
1333,'2018/11/21 07:52:25:240',5,15.432121,1.174479,802,1262,0
1334,'2018/11/21 07:52:25:257',5,15.417002,1.166884,802,1262,0
1335,'2018/11/21 07:52:25:274',5,15.415509,1.165652,802,1262,0
1336,'2018/11/21 07:52:25:289',5,15.413342,1.169803,802,1262,0
1337,'2018/11/21 07:52:25:306',5,15.401206,1.161987,802,1262,0
1338,'2018/11/21 07:52:25:323',5,15.399355,1.165395,802,1262,0
1339,'2018/11/21 07:52:25:340',5,15.393937,1.160024,802,1262,0
1340,'2018/11/21 07:52:25:358',5,15.376408,1.166787,802,1262,0
1341,'2018/11/21 07:52:25:373',5,15.359914,1.168978,802,1262,0
1342,'2018/11/21 07:52:25:390',5,15.329325,1.161226,802,1262,0
1343,'2018/11/21 07:52:25:409',5,15.318337,1.160662,802,1262,0
1344,'2018/11/21 07:52:25:425',5,15.300132,1.155721,802,1262,0
1345,'2018/11/21 07:52:25:441',5,15.301987,1.156758,802,1262,0
1346,'2018/11/21 07:52:25:456',5,15.300782,1.157078,802,1262,0
1347,'2018/11/21 07:52:25:473',5,15.278219,1.186103,802,1262,0
1348,'2018/11/21 07:52:25:492',5,15.275456,1.192685,802,1262,0
1349,'2018/11/21 07:52:25:507',5,15.272342,1.201492,802,1262,0
1350,'2018/11/21 07:52:25:522',5,15.241559,1.212886,802,1262,0
1351,'2018/11/21 07:52:25:540',5,15.226687,1.218517,802,1262,0
1352,'2018/11/21 07:52:25:557',5,15.182761,1.222672,802,1262,0
1353,'2018/11/21 07:52:25:574',5,15.171834,1.225315,802,1262,0
1354,'2018/11/21 07:52:25:589',5,15.155684,1.233861,802,1262,0
1355,'2018/11/21 07:52:25:606',5,15.15814,1.24565,802,1262,0
1356,'2018/11/21 07:52:25:623',5,15.159805,1.2493,802,1262,0
1357,'2018/11/21 07:52:25:640',5,15.188275,1.257637,802,1262,0
1358,'2018/11/21 07:52:25:656',5,15.19335,1.26143,802,1262,0
1359,'2018/11/21 07:52:25:673',5,15.202221,1.266495,802,1262,0
1360,'2018/11/21 07:52:25:690',5,15.189574,1.258536,802,1262,0
1361,'2018/11/21 07:52:25:706',5,15.164695,1.251923,802,1262,0
1362,'2018/11/21 07:52:25:723',5,15.139289,1.254293,802,1262,0
1363,'2018/11/21 07:52:25:740',5,15.136216,1.256335,802,1262,0
1364,'2018/11/21 07:52:25:758',5,15.133331,1.267958,802,1262,0
1365,'2018/11/21 07:52:25:773',5,15.134253,1.268607,802,1262,0
1366,'2018/11/21 07:52:25:789',5,15.132263,1.286667,802,1262,0
1367,'2018/11/21 07:52:25:806',5,15.130736,1.287602,802,1262,0
1368,'2018/11/21 07:52:25:826',5,15.118042,1.294223,802,1262,0
1369,'2018/11/21 07:52:25:840',5,15.109798,1.292857,802,1262,0
1370,'2018/11/21 07:52:25:856',5,15.107955,1.293486,802,1262,0
1371,'2018/11/21 07:52:25:874',5,15.100268,1.293994,802,1262,0
1372,'2018/11/21 07:52:25:891',5,15.100286,1.291945,802,1262,0
1373,'2018/11/21 07:52:25:908',5,15.092721,1.2941,802,1262,0
1374,'2018/11/21 07:52:25:922',5,15.09303,1.296011,802,1262,0
1375,'2018/11/21 07:52:25:940',5,15.08474,1.303428,802,1262,0
1376,'2018/11/21 07:52:25:956',5,15.081682,1.304045,802,1262,0
1377,'2018/11/21 07:52:25:972',5,15.057356,1.292627,802,1262,0
1378,'2018/11/21 07:52:25:990',5,15.038579,1.289824,802,1262,0
1379,'2018/11/21 07:52:26:009',5,15.028396,1.29527,802,1262,0
1380,'2018/11/21 07:52:34:406',6,46.503414,2.383769,802,1262,0.23
1381,'2018/11/21 07:52:34:422',6,46.537346,2.394321,802,1262,0.23
1382,'2018/11/21 07:52:34:439',6,46.558151,2.398245,802,1262,0.23
1383,'2018/11/21 07:52:34:456',6,46.56892,2.399682,802,1262,0.23
1384,'2018/11/21 07:52:34:473',6,46.571171,2.403313,802,1262,0.23
1385,'2018/11/21 07:52:34:489',6,46.559071,2.408982,802,1262,0.23
1386,'2018/11/21 07:52:34:506',6,46.538708,2.410742,802,1262,0.23
1387,'2018/11/21 07:52:34:522',6,46.531525,2.414507,802,1262,0.23
1388,'2018/11/21 07:52:34:541',6,46.541843,2.416181,802,1262,0.23
1389,'2018/11/21 07:52:34:557',6,46.557907,2.421297,802,1262,0.23
1390,'2018/11/21 07:52:34:572',6,46.580437,2.424294,802,1262,0.23
1391,'2018/11/21 07:52:34:591',6,46.605145,2.425645,802,1262,0.23
1392,'2018/11/21 07:52:34:607',6,46.623013,2.429894,802,1262,0.23
1393,'2018/11/21 07:52:34:623',6,46.636269,2.428421,802,1262,0.23
1394,'2018/11/21 07:52:34:639',6,46.638344,2.427581,802,1262,0.23
1395,'2018/11/21 07:52:34:656',6,46.635574,2.42423,802,1262,0.23
1396,'2018/11/21 07:52:34:674',6,46.625877,2.424973,802,1262,0.23
1397,'2018/11/21 07:52:34:690',6,46.614227,2.425155,802,1262,0.23
