@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric

@data
367,'2018/11/21 07:43:27:532',2,69.980415,10.198956,183,754,?
368,'2018/11/21 07:43:27:549',2,70.046501,10.215571,183,754,?
369,'2018/11/21 07:43:27:565',2,70.10498,10.23095,183,754,?
370,'2018/11/21 07:43:27:584',2,70.140465,10.229733,183,754,?
371,'2018/11/21 07:43:27:601',2,70.16996,10.255901,183,754,?
372,'2018/11/21 07:43:27:615',2,70.159836,10.275392,183,754,?
373,'2018/11/21 07:43:27:632',2,70.139099,10.298292,183,754,?
374,'2018/11/21 07:43:27:648',2,70.103516,10.308211,183,754,?
375,'2018/11/21 07:43:27:665',2,70.072121,10.307014,183,754,?
376,'2018/11/21 07:43:27:683',2,70.047623,10.313403,183,754,?
377,'2018/11/21 07:43:27:699',2,70.027962,10.304829,183,754,?
378,'2018/11/21 07:43:27:715',2,70.070686,10.340629,183,754,?
379,'2018/11/21 07:43:27:732',2,70.080009,10.341512,183,754,?
380,'2018/11/21 07:43:27:752',2,70.161186,10.380158,183,754,?
381,'2018/11/21 07:43:27:781',2,70.203392,10.434936,183,754,?
382,'2018/11/21 07:43:27:785',2,70.241058,10.465905,183,754,?
383,'2018/11/21 07:43:27:798',2,70.209061,10.475499,811,734,?
384,'2018/11/21 07:43:27:816',2,70.137825,10.454622,796,734,?
385,'2018/11/21 07:43:27:832',2,70.05204,10.440875,781,734,?
386,'2018/11/21 07:43:27:847',2,69.999252,10.445053,764,733,?
387,'2018/11/21 07:43:27:864',2,69.899185,10.486437,764,733,?
388,'2018/11/21 07:43:27:882',2,69.875587,10.510667,748,732,?
389,'2018/11/21 07:43:27:898',2,69.868484,10.545756,719,730,?
390,'2018/11/21 07:43:27:914',2,69.878372,10.603086,708,730,?
391,'2018/11/21 07:43:27:931',2,69.894875,10.623577,708,730,?
392,'2018/11/21 07:43:27:950',2,69.92437,10.641134,699,729,?
393,'2018/11/21 07:43:27:965',2,69.942299,10.636712,699,729,?
394,'2018/11/21 07:43:27:981',2,69.948387,10.624535,699,729,?
395,'2018/11/21 07:43:27:999',2,69.967102,10.610106,707,729,?
396,'2018/11/21 07:43:28:017',2,69.979347,10.604355,707,729,?
397,'2018/11/21 07:43:28:033',2,69.992332,10.591756,721,729,?
398,'2018/11/21 07:43:28:051',2,69.992027,10.523121,742,729,?
399,'2018/11/21 07:43:28:066',2,69.98877,10.467635,763,729,?
400,'2018/11/21 07:43:28:083',2,69.985344,10.466774,783,729,?
401,'2018/11/21 07:43:28:100',2,69.972084,10.433191,825,729,?
402,'2018/11/21 07:43:28:117',2,69.969139,10.416486,825,729,?
403,'2018/11/21 07:43:28:132',2,69.953262,10.39527,862,725,?
404,'2018/11/21 07:43:28:150',2,69.948532,10.373962,877,725,?
405,'2018/11/21 07:43:28:166',2,69.993088,10.398065,877,725,?
406,'2018/11/21 07:43:28:182',2,69.999596,10.401101,888,725,?
407,'2018/11/21 07:43:28:200',2,70.029663,10.429751,898,725,?
408,'2018/11/21 07:43:28:215',2,70.063988,10.491444,898,725,?
409,'2018/11/21 07:43:28:232',2,70.060555,10.488067,899,725,?
410,'2018/11/21 07:43:28:249',2,70.081329,10.506094,897,725,?
411,'2018/11/21 07:43:28:265',2,70.068031,10.502277,897,725,?
412,'2018/11/21 07:43:28:282',2,70.042702,10.495362,885,725,?
413,'2018/11/21 07:43:28:299',2,70.00901,10.503505,847,725,?
414,'2018/11/21 07:43:28:317',2,69.972725,10.552103,847,725,?
415,'2018/11/21 07:43:28:332',2,69.95723,10.577868,819,725,?
416,'2018/11/21 07:43:28:349',2,69.948303,10.61097,765,729,?
417,'2018/11/21 07:43:28:367',2,70.008507,10.727931,765,729,?
418,'2018/11/21 07:43:28:384',2,70.0485,10.808234,740,733,?
419,'2018/11/21 07:43:28:401',2,70.092316,10.922186,720,735,?
420,'2018/11/21 07:43:28:415',2,70.103653,10.958691,705,736,?
421,'2018/11/21 07:43:28:435',2,70.098099,10.957579,691,737,?
422,'2018/11/21 07:43:28:449',2,70.07177,10.916423,683,739,?
423,'2018/11/21 07:43:28:465',2,70.018433,10.817911,680,740,?
424,'2018/11/21 07:43:28:482',2,69.984818,10.748227,680,741,?
425,'2018/11/21 07:43:28:499',2,69.973,10.74095,683,743,?
426,'2018/11/21 07:43:28:515',2,70.014404,10.672308,695,745,?
427,'2018/11/21 07:43:28:532',2,70.022591,10.646559,711,746,?
428,'2018/11/21 07:43:28:548',2,70.068062,10.580723,739,746,?
429,'2018/11/21 07:43:28:566',2,70.077774,10.560824,763,746,?
430,'2018/11/21 07:43:28:582',2,70.078384,10.506494,788,746,?
431,'2018/11/21 07:43:28:599',2,70.068726,10.485518,815,746,?
432,'2018/11/21 07:43:28:616',2,70.063301,10.457656,837,746,?
433,'2018/11/21 07:43:28:632',2,70.06221,10.4215,860,746,?
434,'2018/11/21 07:43:28:648',2,70.061607,10.413104,881,747,?
435,'2018/11/21 07:43:28:666',2,70.085564,10.399886,896,749,?
436,'2018/11/21 07:43:28:682',2,70.089554,10.408119,909,751,?
437,'2018/11/21 07:43:28:700',2,70.130516,10.407045,918,755,?
438,'2018/11/21 07:43:28:717',2,70.140694,10.408699,922,758,?
439,'2018/11/21 07:43:28:737',2,70.195938,10.435291,922,759,?
440,'2018/11/21 07:43:28:751',2,70.183876,10.416537,922,763,?
441,'2018/11/21 07:43:28:769',2,70.182312,10.38742,907,769,?
442,'2018/11/21 07:43:28:784',2,70.172104,10.393814,883,769,?
443,'2018/11/21 07:43:28:800',2,70.155273,10.454114,856,772,?
444,'2018/11/21 07:43:28:818',2,70.154816,10.478186,827,770,?
445,'2018/11/21 07:43:28:834',2,70.146797,10.523217,795,767,?
446,'2018/11/21 07:43:28:851',2,70.141609,10.542605,732,762,?
447,'2018/11/21 07:43:28:868',2,70.140869,10.551901,732,762,?
448,'2018/11/21 07:43:28:883',2,70.142242,10.539568,693,760,?
449,'2018/11/21 07:43:28:899',2,70.136467,10.518589,678,757,?
450,'2018/11/21 07:43:28:918',2,70.088928,10.440066,671,757,?
451,'2018/11/21 07:43:28:934',2,70.05188,10.393254,670,757,?
452,'2018/11/21 07:43:28:950',2,70.020149,10.360982,670,758,?
453,'2018/11/21 07:43:28:968',2,69.990578,10.356306,670,758,?
454,'2018/11/21 07:43:28:985',2,69.973274,10.351037,678,757,?
455,'2018/11/21 07:43:29:001',2,69.971947,10.358334,719,759,?
456,'2018/11/21 07:43:29:014',2,69.972557,10.352579,719,759,?
457,'2018/11/21 07:43:29:035',2,69.977913,10.311937,750,760,?
458,'2018/11/21 07:43:29:051',2,69.98629,10.263675,778,759,?
459,'2018/11/21 07:43:29:066',2,69.989143,10.225179,807,760,?
460,'2018/11/21 07:43:29:082',2,70.002937,10.187931,863,760,?
461,'2018/11/21 07:43:29:099',2,70.020821,10.139488,883,759,?
462,'2018/11/21 07:43:29:118',2,70.032059,10.077213,883,759,?
463,'2018/11/21 07:43:29:135',2,70.042175,10.0691,900,759,?
464,'2018/11/21 07:43:29:149',2,70.089127,10.028172,920,759,?
465,'2018/11/21 07:43:29:168',2,70.109764,10.033525,920,759,?
466,'2018/11/21 07:43:29:181',2,70.12027,10.03572,920,759,?
467,'2018/11/21 07:43:29:198',2,70.105461,10.0122,916,760,?
468,'2018/11/21 07:43:29:216',2,70.06086,9.99153,916,760,?
469,'2018/11/21 07:43:29:232',2,70.028168,9.960406,873,760,?
470,'2018/11/21 07:43:29:251',2,69.973778,9.987308,873,760,?
471,'2018/11/21 07:43:29:267',2,69.964722,10.011771,846,766,?
472,'2018/11/21 07:43:29:285',2,69.962799,10.050143,817,767,?
473,'2018/11/21 07:43:29:300',2,69.968033,10.07884,787,770,?
474,'2018/11/21 07:43:29:317',2,69.974052,10.086014,740,765,?
475,'2018/11/21 07:43:29:335',2,69.978958,10.100139,724,763,?
476,'2018/11/21 07:43:29:351',2,69.990524,10.116186,724,763,?
477,'2018/11/21 07:43:29:367',2,69.991699,10.099756,707,761,?
478,'2018/11/21 07:43:29:383',2,69.998329,10.086209,705,760,?
479,'2018/11/21 07:43:29:398',2,69.994247,10.064851,705,760,?
480,'2018/11/21 07:43:29:417',2,69.99884,10.048756,705,760,?
481,'2018/11/21 07:43:29:434',2,70.014008,10.073331,710,758,?
482,'2018/11/21 07:43:29:451',2,70.033447,10.096758,726,755,?
483,'2018/11/21 07:43:29:468',2,70.048538,10.104227,745,756,?
484,'2018/11/21 07:43:29:484',2,70.06102,10.088407,787,758,?
485,'2018/11/21 07:43:29:501',2,70.050957,10.0814,787,758,?
486,'2018/11/21 07:43:29:518',2,70.027611,10.05934,830,758,?
487,'2018/11/21 07:43:29:534',2,70.01104,10.068659,844,758,?
488,'2018/11/21 07:43:29:551',2,70.000771,10.058087,844,758,?
489,'2018/11/21 07:43:29:566',2,69.995544,10.069036,871,756,?
490,'2018/11/21 07:43:29:583',2,69.977371,10.07151,880,755,?
491,'2018/11/21 07:43:29:599',2,69.991615,10.089358,880,755,?
492,'2018/11/21 07:43:29:614',2,69.99041,10.089069,886,753,?
493,'2018/11/21 07:43:29:631',2,70.051407,10.147337,888,753,?
494,'2018/11/21 07:43:29:649',2,70.064293,10.156175,888,752,?
495,'2018/11/21 07:43:29:665',2,70.061295,10.143604,869,752,?
496,'2018/11/21 07:43:29:682',2,69.996323,10.159378,869,752,?
497,'2018/11/21 07:43:29:700',2,69.98629,10.163837,844,753,?
498,'2018/11/21 07:43:29:716',2,69.944923,10.179422,796,759,?
499,'2018/11/21 07:43:29:734',2,69.84906,10.203788,796,759,?
500,'2018/11/21 07:43:29:753',2,69.837219,10.206069,774,761,?
501,'2018/11/21 07:43:29:768',2,69.825974,10.206226,751,760,?
502,'2018/11/21 07:43:29:782',2,69.833366,10.195732,737,759,?
503,'2018/11/21 07:43:29:798',2,69.833183,10.176069,725,759,?
504,'2018/11/21 07:43:29:816',2,69.818497,10.12955,715,759,?
505,'2018/11/21 07:43:29:834',2,69.871788,10.141886,715,759,?
506,'2018/11/21 07:43:29:849',2,69.864334,10.153727,715,759,?
507,'2018/11/21 07:43:29:864',2,69.975548,10.206997,715,759,?
508,'2018/11/21 07:43:29:882',2,70.050499,10.243719,715,759,?
509,'2018/11/21 07:43:29:899',2,70.12867,10.255555,715,759,?
510,'2018/11/21 07:43:29:914',2,70.199791,10.251918,715,759,?
511,'2018/11/21 07:43:29:931',2,70.257881,10.236829,715,759,?
512,'2018/11/21 07:43:29:948',2,70.33194,10.228899,715,759,?
513,'2018/11/21 07:43:29:964',2,70.354675,10.170093,715,759,?
514,'2018/11/21 07:43:29:981',2,70.339409,10.126143,715,759,?
515,'2018/11/21 07:43:29:997',2,70.310211,10.07605,715,759,?
516,'2018/11/21 07:43:30:014',2,70.254021,10.013208,715,759,?
517,'2018/11/21 07:43:30:030',2,70.216637,9.965282,715,759,?
518,'2018/11/21 07:43:30:048',2,70.164406,9.875501,715,759,?
519,'2018/11/21 07:43:30:065',2,70.148132,9.82948,715,759,?
520,'2018/11/21 07:43:30:081',2,70.132423,9.734759,715,759,?
521,'2018/11/21 07:43:30:097',2,70.163208,9.727108,715,759,?
522,'2018/11/21 07:43:30:114',2,70.225082,9.718822,715,759,?
523,'2018/11/21 07:43:30:131',2,70.321907,9.706254,715,759,?
524,'2018/11/21 07:43:30:148',2,70.34935,9.69167,715,759,?
525,'2018/11/21 07:43:30:164',2,70.403763,9.706374,715,759,?
526,'2018/11/21 07:43:30:181',2,70.419724,9.698226,715,759,?
527,'2018/11/21 07:43:30:199',2,70.423065,9.769007,715,759,?
528,'2018/11/21 07:43:30:215',2,70.421539,9.794515,715,759,?
529,'2018/11/21 07:43:30:232',2,70.376556,9.862325,715,759,?
530,'2018/11/21 07:43:30:249',2,70.323547,9.909436,715,759,?
531,'2018/11/21 07:43:30:264',2,70.272011,9.954821,715,759,?
532,'2018/11/21 07:43:30:281',2,70.243019,9.998557,715,759,?
533,'2018/11/21 07:43:30:299',2,70.202614,10.057076,715,759,?
534,'2018/11/21 07:43:30:316',2,70.206451,10.168868,715,759,?
535,'2018/11/21 07:43:30:331',2,70.203979,10.214549,715,759,?
536,'2018/11/21 07:43:30:349',2,70.253143,10.324623,715,759,?
537,'2018/11/21 07:43:30:365',2,70.26815,10.35724,715,759,?
538,'2018/11/21 07:43:30:383',2,70.36393,10.381583,715,759,?
539,'2018/11/21 07:43:30:399',2,70.423027,10.346577,715,759,?
540,'2018/11/21 07:43:30:416',2,70.540062,10.25003,715,759,?
541,'2018/11/21 07:43:30:431',2,70.575508,10.18931,715,759,?
542,'2018/11/21 07:43:30:448',2,70.593918,10.1473,715,759,?
543,'2018/11/21 07:43:30:464',2,70.596512,10.118676,715,759,?
544,'2018/11/21 07:43:30:482',2,70.586792,10.124775,715,759,?
545,'2018/11/21 07:43:30:498',2,70.562225,10.143169,715,759,?
546,'2018/11/21 07:43:30:515',2,70.522301,10.164267,715,759,?
547,'2018/11/21 07:43:30:532',2,70.475349,10.181284,715,759,?
548,'2018/11/21 07:43:30:548',2,70.414047,10.193575,715,759,?
549,'2018/11/21 07:43:30:565',2,70.381355,10.207734,715,759,?
550,'2018/11/21 07:43:30:582',2,70.360466,10.231767,715,759,?
551,'2018/11/21 07:43:30:601',2,70.41526,10.269244,715,759,?
552,'2018/11/21 07:43:30:615',2,70.423019,10.284466,715,759,?
553,'2018/11/21 07:43:30:632',2,70.49379,10.309045,715,759,?
554,'2018/11/21 07:43:30:648',2,70.528557,10.315055,715,759,?
555,'2018/11/21 07:43:30:666',2,70.550262,10.302531,715,759,?
556,'2018/11/21 07:43:30:684',2,70.56884,10.287102,715,759,?
557,'2018/11/21 07:43:30:700',2,70.590775,10.264973,715,759,?
558,'2018/11/21 07:43:30:717',2,70.587418,10.274949,715,759,?
559,'2018/11/21 07:43:30:733',2,70.600143,10.275526,715,759,?
560,'2018/11/21 07:43:30:750',2,70.58316,10.271326,715,759,?
561,'2018/11/21 07:43:30:766',2,70.575096,10.271947,715,759,?
562,'2018/11/21 07:43:30:783',2,70.563629,10.275524,715,759,?
563,'2018/11/21 07:43:30:801',2,70.555374,10.286628,715,759,?
564,'2018/11/21 07:43:30:816',2,70.548798,10.312562,715,759,?
565,'2018/11/21 07:43:30:833',2,70.548798,10.312562,715,759,?
566,'2018/11/21 07:43:30:848',2,70.475502,10.333168,715,759,?
567,'2018/11/21 07:43:30:865',2,70.445763,10.326045,715,759,?
568,'2018/11/21 07:43:30:883',2,70.430244,10.331368,715,759,?
569,'2018/11/21 07:43:30:899',2,70.442993,10.334816,715,759,?
570,'2018/11/21 07:43:30:915',2,70.469902,10.321666,715,759,?
571,'2018/11/21 07:43:30:932',2,70.516815,10.333021,715,759,?
572,'2018/11/21 07:43:30:949',2,70.571007,10.328682,715,759,?
573,'2018/11/21 07:43:30:965',2,70.610466,10.328277,715,759,?
574,'2018/11/21 07:43:30:982',2,70.649414,10.330225,715,759,?
575,'2018/11/21 07:43:30:998',2,70.655914,10.343371,715,759,?
576,'2018/11/21 07:43:31:015',2,70.609398,10.351419,715,759,?
577,'2018/11/21 07:43:31:034',2,70.59552,10.35865,715,759,?
578,'2018/11/21 07:43:31:051',2,70.524742,10.360752,715,759,?
579,'2018/11/21 07:43:31:065',2,70.483955,10.372153,715,759,?
580,'2018/11/21 07:43:31:083',2,70.469612,10.376734,715,759,?
581,'2018/11/21 07:43:31:101',2,70.450111,10.374958,715,759,?
582,'2018/11/21 07:43:31:116',2,70.459137,10.367885,715,759,?
583,'2018/11/21 07:43:31:131',2,70.480751,10.362737,715,759,?
584,'2018/11/21 07:43:31:149',2,70.524124,10.352956,715,759,?
585,'2018/11/21 07:43:31:164',2,70.573418,10.360513,715,759,?
586,'2018/11/21 07:43:31:183',2,70.584908,10.354266,715,759,?
587,'2018/11/21 07:51:16:236',3,51.309162,6.53911,254,856,?
588,'2018/11/21 07:51:16:253',3,51.32835,6.532555,254,856,?
589,'2018/11/21 07:51:16:270',3,51.33086,6.515334,254,856,?
590,'2018/11/21 07:51:16:286',3,51.320316,6.495039,254,856,?
591,'2018/11/21 07:51:16:303',3,51.292068,6.471581,254,856,?
592,'2018/11/21 07:51:16:320',3,51.241177,6.44949,254,856,?
593,'2018/11/21 07:51:16:336',3,51.231926,6.433451,254,856,?
594,'2018/11/21 07:51:16:353',3,51.212761,6.404612,254,856,?
595,'2018/11/21 07:51:16:369',3,51.274632,6.343386,254,856,?
596,'2018/11/21 07:51:16:387',3,51.277527,6.328147,254,856,?
597,'2018/11/21 07:51:16:409',3,51.397549,6.244891,254,856,?
598,'2018/11/21 07:51:16:421',3,51.490105,6.196245,254,856,?
599,'2018/11/21 07:51:16:436',3,51.566818,6.119732,254,856,?
600,'2018/11/21 07:51:16:453',3,51.618153,6.000278,254,856,?
601,'2018/11/21 07:51:16:470',3,51.64706,5.859083,254,856,?
602,'2018/11/21 07:51:16:486',3,51.663139,5.700387,254,856,?
603,'2018/11/21 07:51:16:502',3,51.667957,5.460537,254,856,?
604,'2018/11/21 07:51:16:520',3,51.571423,5.186749,254,856,?
605,'2018/11/21 07:51:16:536',3,51.557709,5.11007,254,856,?
606,'2018/11/21 07:51:16:552',3,51.430153,4.869112,254,856,?
607,'2018/11/21 07:51:16:569',3,51.360661,4.741431,254,856,?
608,'2018/11/21 07:51:16:586',3,51.307652,4.676473,254,856,?
609,'2018/11/21 07:51:16:603',3,51.220184,4.568829,254,856,?
610,'2018/11/21 07:51:16:619',3,51.168259,4.500287,254,856,?
611,'2018/11/21 07:51:16:637',3,51.120377,4.468141,254,856,?
612,'2018/11/21 07:51:16:653',3,51.099792,4.470883,254,856,?
613,'2018/11/21 07:51:16:669',3,51.095833,4.428899,254,856,?
614,'2018/11/21 07:51:16:686',3,51.101913,4.40582,254,856,?
615,'2018/11/21 07:51:16:702',3,51.111626,4.244164,254,856,?
616,'2018/11/21 07:51:16:719',3,51.123341,4.139566,254,856,?
617,'2018/11/21 07:51:16:736',3,51.104065,4.066421,254,856,?
618,'2018/11/21 07:51:16:752',3,51.073486,4.010478,254,856,?
619,'2018/11/21 07:51:16:769',3,51.037548,3.967196,254,856,?
620,'2018/11/21 07:51:16:787',3,50.959419,3.891992,254,856,?
621,'2018/11/21 07:51:16:803',3,50.890934,3.853487,254,856,?
622,'2018/11/21 07:51:16:830',3,50.949192,4.006094,254,856,?
623,'2018/11/21 07:51:16:843',3,50.964119,4.039502,254,856,?
624,'2018/11/21 07:51:16:857',3,51.029934,4.179642,254,856,?
625,'2018/11/21 07:51:16:872',3,51.050735,4.189157,254,856,?
626,'2018/11/21 07:51:16:887',3,51.232029,4.381103,254,856,?
627,'2018/11/21 07:51:16:904',3,51.265354,4.405797,254,856,?
628,'2018/11/21 07:51:16:922',3,51.438717,4.511287,254,856,?
629,'2018/11/21 07:51:16:937',3,51.463631,4.467689,254,856,?
630,'2018/11/21 07:51:16:953',3,51.447388,4.404337,254,856,?
631,'2018/11/21 07:51:16:974',3,51.358913,4.409731,254,856,?
632,'2018/11/21 07:51:16:989',3,51.339626,4.416965,254,856,?
633,'2018/11/21 07:51:17:005',3,51.246338,4.451467,254,856,?
634,'2018/11/21 07:51:17:020',3,51.235661,4.460005,254,856,?
635,'2018/11/21 07:51:17:044',3,51.224613,4.474298,254,856,?
636,'2018/11/21 07:51:17:053',3,51.248623,4.512283,254,856,?
637,'2018/11/21 07:51:17:073',3,51.292862,4.524911,254,856,?
638,'2018/11/21 07:51:17:089',3,51.337498,4.535585,254,856,?
639,'2018/11/21 07:51:17:102',3,51.383251,4.5393,254,856,?
640,'2018/11/21 07:51:17:123',3,51.403362,4.569848,254,856,?
641,'2018/11/21 07:51:17:140',3,51.410053,4.582696,254,856,?
642,'2018/11/21 07:51:17:153',3,51.394096,4.619406,254,856,?
643,'2018/11/21 07:51:17:170',3,51.272984,4.765231,254,856,?
644,'2018/11/21 07:51:17:186',3,51.164848,4.814206,254,856,?
645,'2018/11/21 07:51:17:202',3,51.049828,4.869782,254,856,?
646,'2018/11/21 07:51:17:221',3,50.907375,4.880476,254,856,?
647,'2018/11/21 07:51:17:237',3,50.756481,4.893926,254,856,?
648,'2018/11/21 07:51:17:253',3,50.53857,4.909058,254,856,?
649,'2018/11/21 07:51:17:271',3,50.295017,4.971227,254,856,?
650,'2018/11/21 07:51:17:287',3,50.240837,4.9889,254,856,?
651,'2018/11/21 07:51:17:309',3,50.041012,5.06367,254,856,?
652,'2018/11/21 07:51:17:320',3,49.933243,5.0766,254,856,?
653,'2018/11/21 07:51:17:337',3,49.844707,5.084088,254,856,?
654,'2018/11/21 07:51:17:353',3,49.782837,5.105681,254,856,?
655,'2018/11/21 07:51:17:370',3,49.74332,5.130428,254,856,?
656,'2018/11/21 07:51:17:386',3,49.70015,5.167425,254,856,?
657,'2018/11/21 07:51:17:404',3,49.707935,5.205143,254,856,?
658,'2018/11/21 07:51:17:420',3,49.737358,5.229741,254,856,?
659,'2018/11/21 07:51:17:436',3,49.771252,5.248379,254,856,?
660,'2018/11/21 07:51:17:454',3,49.804871,5.267556,254,856,?
661,'2018/11/21 07:51:17:471',3,49.849785,5.2883,254,856,?
662,'2018/11/21 07:51:17:488',3,49.894356,5.308125,254,856,?
663,'2018/11/21 07:51:17:503',3,49.941734,5.333547,254,856,?
664,'2018/11/21 07:51:17:520',3,49.976807,5.358793,254,856,?
665,'2018/11/21 07:51:17:537',3,49.984566,5.38939,254,856,?
666,'2018/11/21 07:51:17:553',3,49.985153,5.396599,254,856,?
667,'2018/11/21 07:51:17:570',3,49.944183,5.392273,254,856,?
668,'2018/11/21 07:51:17:588',3,49.91185,5.38212,254,856,?
669,'2018/11/21 07:51:17:604',3,49.846077,5.357058,254,856,?
670,'2018/11/21 07:51:17:622',3,49.761353,5.327404,254,856,?
671,'2018/11/21 07:51:17:638',3,49.744858,5.322211,254,856,?
672,'2018/11/21 07:51:17:653',3,49.671711,5.274018,254,856,?
673,'2018/11/21 07:51:17:671',3,49.628654,5.243511,254,856,?
674,'2018/11/21 07:51:17:687',3,49.592579,5.215799,254,856,?
675,'2018/11/21 07:51:17:703',3,49.56258,5.190313,254,856,?
676,'2018/11/21 07:51:17:720',3,49.559853,5.18003,254,856,?
677,'2018/11/21 07:51:17:738',3,49.540058,5.181593,254,856,?
678,'2018/11/21 07:51:17:755',3,49.5564,5.154821,254,856,?
679,'2018/11/21 07:51:17:771',3,49.582832,5.143791,254,856,?
680,'2018/11/21 07:51:17:786',3,49.617374,5.140431,254,856,?
681,'2018/11/21 07:51:17:803',3,49.661602,5.137921,254,856,?
682,'2018/11/21 07:51:17:820',3,49.702698,5.138587,254,856,?
683,'2018/11/21 07:51:17:837',3,49.744507,5.135746,254,856,?
684,'2018/11/21 07:51:17:853',3,49.785255,5.11973,254,856,?
685,'2018/11/21 07:51:17:870',3,49.827747,5.078061,254,856,?
686,'2018/11/21 07:51:17:887',3,49.843185,5.05509,254,856,?
687,'2018/11/21 07:51:17:904',3,49.84782,5.033612,254,856,?
688,'2018/11/21 07:51:17:920',3,49.846539,5.02287,254,856,?
689,'2018/11/21 07:51:17:936',3,49.844162,5.008861,254,856,?
690,'2018/11/21 07:51:17:953',3,49.844887,5.02193,254,856,?
691,'2018/11/21 07:51:17:970',3,49.872463,5.070773,254,856,?
692,'2018/11/21 07:51:17:986',3,49.904697,5.11566,254,856,?
693,'2018/11/21 07:51:18:003',3,49.927876,5.148868,254,856,?
694,'2018/11/21 07:51:18:019',3,49.956921,5.207382,254,856,?
695,'2018/11/21 07:51:18:036',3,49.975296,5.233991,254,856,?
696,'2018/11/21 07:51:18:053',3,49.978226,5.236852,254,856,?
697,'2018/11/21 07:51:18:070',3,49.976578,5.240568,254,856,?
698,'2018/11/21 07:51:18:086',3,49.956215,5.257318,254,856,?
699,'2018/11/21 07:51:18:103',3,49.940445,5.264724,254,856,?
700,'2018/11/21 07:51:18:120',3,49.929031,5.263246,254,856,?
701,'2018/11/21 07:51:18:136',3,49.915295,5.286751,254,856,?
702,'2018/11/21 07:51:18:153',3,49.928463,5.303813,254,856,?
703,'2018/11/21 07:51:18:169',3,49.967556,5.318757,254,856,?
704,'2018/11/21 07:51:18:186',3,49.972382,5.31838,254,856,?
705,'2018/11/21 07:51:18:202',3,50.013184,5.336902,254,856,?
706,'2018/11/21 07:51:18:219',3,50.021881,5.345783,254,856,?
707,'2018/11/21 07:51:18:236',3,50.045357,5.374105,254,856,?
708,'2018/11/21 07:51:18:254',3,50.050785,5.384098,254,856,?
709,'2018/11/21 07:51:18:270',3,50.060818,5.408657,254,856,?
710,'2018/11/21 07:51:18:286',3,50.064087,5.429226,254,856,?
711,'2018/11/21 07:51:18:303',3,50.075184,5.435392,254,856,?
712,'2018/11/21 07:51:18:320',3,50.093262,5.429704,254,856,?
713,'2018/11/21 07:51:18:336',3,50.123466,5.421557,254,856,?
714,'2018/11/21 07:51:18:353',3,50.128464,5.421062,254,856,?
715,'2018/11/21 07:51:18:370',3,50.145752,5.429875,254,856,?
716,'2018/11/21 07:51:18:395',3,50.150856,5.431105,254,856,?
717,'2018/11/21 07:51:18:404',3,50.145416,5.465253,254,856,?
718,'2018/11/21 07:51:18:420',3,50.142288,5.472927,254,856,?
719,'2018/11/21 07:51:18:436',3,50.106213,5.532808,254,856,?
720,'2018/11/21 07:51:18:454',3,50.095528,5.548956,254,856,?
721,'2018/11/21 07:51:18:471',3,50.07106,5.554896,254,856,?
722,'2018/11/21 07:51:18:486',3,50.069851,5.552042,254,856,?
723,'2018/11/21 07:51:18:503',3,50.098557,5.581207,254,856,?
724,'2018/11/21 07:51:18:521',3,50.118801,5.600689,254,856,?
725,'2018/11/21 07:51:18:536',3,50.142139,5.626879,254,856,?
726,'2018/11/21 07:51:18:555',3,50.16312,5.650722,254,856,?
727,'2018/11/21 07:51:18:570',3,50.180321,5.667112,254,856,?
728,'2018/11/21 07:51:18:587',3,50.196049,5.675227,254,856,?
729,'2018/11/21 07:51:18:604',3,50.21516,5.681056,254,856,?
730,'2018/11/21 07:51:18:619',3,50.243885,5.66283,254,856,?
731,'2018/11/21 07:51:18:636',3,50.248142,5.646802,254,856,?
732,'2018/11/21 07:51:18:653',3,50.25135,5.647648,254,856,?
733,'2018/11/21 07:51:18:683',3,50.241581,5.654819,254,856,?
734,'2018/11/21 07:51:18:689',3,50.214821,5.657705,254,856,?
735,'2018/11/21 07:51:18:703',3,50.185371,5.669572,254,856,?
736,'2018/11/21 07:51:18:719',3,50.152412,5.677348,254,856,?
737,'2018/11/21 07:51:18:736',3,50.119873,5.685695,254,856,?
738,'2018/11/21 07:51:18:752',3,50.09013,5.699717,254,856,?
739,'2018/11/21 07:51:18:769',3,50.105259,5.724892,254,856,?
740,'2018/11/21 07:51:18:786',3,50.108559,5.732238,254,856,?
741,'2018/11/21 07:51:18:804',3,50.145035,5.741848,254,856,?
742,'2018/11/21 07:51:18:819',3,50.152367,5.747202,68,249,?
743,'2018/11/21 07:51:18:835',3,50.175121,5.74695,78,243,?
744,'2018/11/21 07:51:18:852',3,50.200817,5.735845,88,236,?
745,'2018/11/21 07:51:18:869',3,50.213287,5.732146,100,229,?
746,'2018/11/21 07:51:18:885',3,50.223404,5.724021,112,224,?
747,'2018/11/21 07:51:18:902',3,50.224033,5.718671,123,220,?
748,'2018/11/21 07:51:18:919',3,50.215816,5.717493,134,219,?
749,'2018/11/21 07:51:18:935',3,50.19381,5.715389,142,219,?
750,'2018/11/21 07:51:18:952',3,50.177219,5.723336,149,219,?
751,'2018/11/21 07:51:18:969',3,50.166233,5.724848,152,222,?
