@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
2462,'2018/11/20 12:54:32:510',23,9.99296,6.219021,159,663,?,?,?,?,?
2463,'2018/11/20 12:54:32:527',23,9.998303,6.249403,169,663,?,?,?,?,?
2464,'2018/11/20 12:54:32:546',23,10.006718,6.247169,178,663,?,?,?,?,?
2465,'2018/11/20 12:54:32:563',23,10.005469,6.204241,187,662,?,?,?,?,?
2466,'2018/11/20 12:54:32:586',23,9.977715,6.142259,194,662,?,?,?,?,?
2467,'2018/11/20 12:54:32:596',23,9.972568,6.128529,200,662,?,?,?,?,?
2468,'2018/11/20 12:54:32:613',23,9.949924,6.114574,205,662,?,?,?,?,?
2469,'2018/11/20 12:54:32:627',23,9.941583,6.123557,213,661,?,?,?,?,?
2470,'2018/11/20 12:54:32:642',23,9.967059,6.118558,213,661,?,?,?,?,?
2471,'2018/11/20 12:54:32:658',23,9.968674,6.106261,213,661,?,?,?,?,?
2472,'2018/11/20 12:54:32:678',23,10.013187,6.036927,213,661,?,?,?,?,?
2473,'2018/11/20 12:54:32:692',23,10.028106,6.034023,213,661,?,?,?,?,?
2474,'2018/11/20 12:54:32:709',23,10.042401,6.043108,213,661,?,?,?,?,?
2475,'2018/11/20 12:54:32:725',23,10.036922,6.07145,213,661,?,?,?,?,?
2476,'2018/11/20 12:54:32:745',23,10.028776,6.084246,213,661,?,?,?,?,?
2477,'2018/11/20 12:54:32:759',23,10.02598,6.086413,213,661,?,?,?,?,?
2478,'2018/11/20 12:54:32:776',23,10.030053,6.104592,213,661,?,?,?,?,?
2479,'2018/11/20 12:54:32:792',23,10.034637,6.110078,213,661,?,?,?,?,?
2480,'2018/11/20 12:54:32:808',23,10.059062,6.128666,213,661,?,?,?,?,?
2481,'2018/11/20 12:54:32:825',23,10.076676,6.12677,213,661,?,?,?,?,?
2482,'2018/11/20 12:54:32:841',23,10.095931,6.131632,213,661,?,?,?,?,?
2483,'2018/11/20 12:54:32:859',23,10.106221,6.142618,213,661,?,?,?,?,?
2484,'2018/11/20 12:54:32:876',23,10.119603,6.150419,213,661,?,?,?,?,?
2485,'2018/11/20 12:54:32:893',23,10.133663,6.152884,213,661,?,?,?,?,?
2486,'2018/11/20 12:54:32:910',23,10.134311,6.153519,213,661,?,?,?,?,?
2487,'2018/11/20 12:54:32:925',23,10.136026,6.14879,213,661,?,?,?,?,?
2488,'2018/11/20 12:54:32:943',23,10.139771,6.145643,213,661,?,?,?,?,?
2489,'2018/11/20 12:54:32:960',23,10.148984,6.132085,213,661,?,?,?,?,?
2490,'2018/11/20 12:54:32:976',23,10.153153,6.126582,213,661,?,?,?,?,?
2491,'2018/11/20 12:54:32:992',23,10.141951,6.157362,213,661,?,?,?,?,?
2492,'2018/11/20 12:54:33:010',23,10.144337,6.180377,213,661,?,?,?,?,?
2493,'2018/11/20 12:54:33:027',23,10.152207,6.194693,213,661,?,?,?,?,?
2494,'2018/11/20 12:54:33:045',23,10.177184,6.212213,213,661,?,?,?,?,?
2495,'2018/11/20 12:54:33:063',23,10.191154,6.220961,213,661,?,?,?,?,?
2496,'2018/11/20 12:54:33:077',23,10.23341,6.255303,213,661,?,?,?,?,?
2497,'2018/11/20 12:54:33:095',23,10.244811,6.266063,213,661,?,?,?,?,?
2498,'2018/11/20 12:54:33:110',23,10.278377,6.28076,213,661,?,?,?,?,?
2499,'2018/11/20 12:54:33:128',23,10.282662,6.285038,213,661,?,?,?,?,?
2500,'2018/11/20 12:54:33:143',23,10.326909,6.311763,213,661,?,?,?,?,?
2501,'2018/11/20 12:54:33:162',23,10.313416,6.33835,213,661,?,?,?,?,?
2502,'2018/11/20 12:54:33:176',23,10.282089,6.355541,213,661,?,?,?,?,?
2503,'2018/11/20 12:54:33:195',23,10.202438,6.411405,213,661,?,?,?,?,?
2504,'2018/11/20 12:54:33:208',23,10.183547,6.434719,213,661,?,?,?,?,?
2505,'2018/11/20 12:54:33:229',23,10.157526,6.473717,213,661,?,?,?,?,?
2506,'2018/11/20 12:54:33:277',23,10.146059,6.543368,213,661,?,?,?,?,?
2507,'2018/11/20 12:54:33:279',23,10.18338,6.573134,213,661,?,?,?,?,?
2508,'2018/11/20 12:54:33:279',23,10.299819,6.632624,213,661,?,?,?,?,?
2509,'2018/11/20 12:54:33:295',23,10.351846,6.760588,213,661,?,?,?,?,?
2510,'2018/11/20 12:54:33:308',23,10.216441,6.798154,213,661,?,?,?,?,?
2511,'2018/11/20 12:54:33:328',23,10.127613,6.727855,213,661,?,?,?,?,?
2512,'2018/11/20 12:54:33:345',23,10.108015,6.699744,213,661,?,?,?,?,?
2513,'2018/11/20 12:54:33:358',23,10.048387,6.690217,213,661,?,?,?,?,?
2514,'2018/11/20 12:54:33:376',23,10.024508,6.694398,213,661,?,?,?,?,?
2515,'2018/11/20 12:54:33:392',23,10.000118,6.692407,213,661,?,?,?,?,?
2516,'2018/11/20 12:54:33:417',23,9.966133,6.670934,213,661,?,?,?,?,?
2517,'2018/11/20 12:54:33:426',23,9.98125,6.669452,213,661,?,?,?,?,?
2518,'2018/11/20 12:54:41:276',24,10.301273,6.541358,213,661,?,?,?,?,?
2519,'2018/11/20 12:54:41:294',24,10.257402,6.502791,213,661,?,?,?,?,?
2520,'2018/11/20 12:54:41:310',24,10.240184,6.4655,213,661,?,?,?,?,?
2521,'2018/11/20 12:54:41:326',24,10.325132,6.454699,213,661,?,?,?,?,?
2522,'2018/11/20 12:54:41:343',24,10.329472,6.455674,213,661,?,?,?,?,?
2523,'2018/11/20 12:54:41:360',24,10.27655,6.402329,213,661,?,?,?,?,?
2524,'2018/11/20 12:54:41:377',24,10.217481,6.316885,213,661,?,?,?,?,?
2525,'2018/11/20 12:54:41:395',24,10.123022,6.156698,213,661,?,?,?,?,?
2526,'2018/11/20 12:54:41:409',24,10.041355,6.028171,213,661,?,?,?,?,?
2527,'2018/11/20 12:54:41:426',24,10.050624,6.010694,213,661,?,?,?,?,?
2528,'2018/11/20 12:54:41:442',24,10.104664,6.082469,213,661,?,?,?,?,?
2529,'2018/11/20 12:54:41:458',24,10.150123,6.132158,213,661,?,?,?,?,?
2530,'2018/11/20 12:54:41:476',24,10.200178,6.190125,213,661,?,?,?,?,?
2531,'2018/11/20 12:54:41:492',24,10.170574,6.189236,213,661,?,?,?,?,?
2532,'2018/11/20 12:54:41:509',24,10.115459,6.178874,213,661,?,?,?,?,?
2533,'2018/11/20 12:54:41:526',24,10.06176,6.183787,213,661,?,?,?,?,?
2534,'2018/11/20 12:54:41:543',24,10.022189,6.193827,213,661,?,?,?,?,?
2535,'2018/11/20 12:54:41:558',24,9.994655,6.19841,213,661,?,?,?,?,?
2536,'2018/11/20 12:54:41:577',24,9.985941,6.199102,213,661,?,?,?,?,?
2537,'2018/11/20 12:54:41:594',24,9.988163,6.143605,213,661,?,?,?,?,?
2538,'2018/11/20 12:54:41:629',24,9.98419,6.109542,213,661,?,?,?,?,?
2539,'2018/11/20 12:54:41:629',24,9.929761,6.001091,213,661,?,?,?,?,?
2540,'2018/11/20 12:54:41:642',24,9.910379,5.971594,213,661,?,?,?,?,?
2541,'2018/11/20 12:54:41:659',24,9.868921,5.916242,213,661,?,?,?,?,?
2542,'2018/11/20 12:54:41:676',24,9.776711,5.797469,213,661,?,?,?,?,?
2543,'2018/11/20 12:54:41:695',24,9.716574,5.732126,213,661,?,?,?,?,?
2544,'2018/11/20 12:54:41:711',24,9.656275,5.682047,213,661,?,?,?,?,?
2545,'2018/11/20 12:54:41:729',24,9.609919,5.656785,213,661,?,?,?,?,?
2546,'2018/11/20 12:54:41:745',24,9.593163,5.64427,213,661,?,?,?,?,?
2547,'2018/11/20 12:54:41:760',24,9.609371,5.624485,213,661,?,?,?,?,?
2548,'2018/11/20 12:54:41:779',24,9.622636,5.608564,213,661,?,?,?,?,?
2549,'2018/11/20 12:54:41:795',24,9.62697,5.626884,213,661,?,?,?,?,?
2550,'2018/11/20 12:54:41:813',24,9.632807,5.635631,213,661,?,?,?,?,?
2551,'2018/11/20 12:54:41:827',24,9.632839,5.640646,213,661,?,?,?,?,?
2552,'2018/11/20 12:54:41:844',24,9.635004,5.617191,213,661,?,?,?,?,?
2553,'2018/11/20 12:54:41:860',24,9.631513,5.598647,213,661,?,?,?,?,?
2554,'2018/11/20 12:54:41:877',24,9.619952,5.585322,213,661,?,?,?,?,?
2555,'2018/11/20 12:54:41:893',24,9.595758,5.562469,213,661,?,?,?,?,?
2556,'2018/11/20 12:54:41:910',24,9.566984,5.522586,213,661,?,?,?,?,?
2557,'2018/11/20 12:54:41:926',24,9.525891,5.457272,213,661,?,?,?,?,?
2558,'2018/11/20 12:54:41:943',24,9.497264,5.412607,213,661,?,?,?,?,?
2559,'2018/11/20 12:54:41:964',24,9.504408,5.39597,213,661,?,?,?,?,?
2560,'2018/11/20 12:54:41:979',24,9.51485,5.37449,213,661,?,?,?,?,?
2561,'2018/11/20 12:54:41:992',24,9.521818,5.368017,213,661,?,?,?,?,?
2562,'2018/11/20 12:54:42:012',24,9.549141,5.37752,213,661,?,?,?,?,?
2563,'2018/11/20 12:54:42:029',24,9.556567,5.389801,213,661,?,?,?,?,?
2564,'2018/11/20 12:54:42:043',24,9.598494,5.47481,213,661,?,?,?,?,?
2565,'2018/11/20 12:54:42:059',24,9.598494,5.47481,213,661,?,?,?,?,?
2566,'2018/11/20 12:54:42:076',24,9.644154,5.505535,213,661,?,?,?,?,?
2567,'2018/11/20 12:54:42:093',24,9.652759,5.510791,213,661,?,?,?,?,?
2568,'2018/11/20 12:54:42:109',24,9.651078,5.517908,213,661,?,?,?,?,?
2569,'2018/11/20 12:54:42:134',24,9.640877,5.512888,213,661,?,?,?,?,?
2570,'2018/11/20 12:54:42:148',24,9.633573,5.503183,213,661,?,?,?,?,?
2571,'2018/11/20 12:54:42:158',24,9.611266,5.492641,213,661,?,?,?,?,?
2572,'2018/11/20 12:54:42:174',24,9.54904,5.459998,213,661,?,?,?,?,?
2573,'2018/11/20 12:54:42:195',24,9.536386,5.451987,213,661,?,?,?,?,?
2574,'2018/11/20 12:54:42:211',24,9.53544,5.451541,213,661,?,?,?,?,?
2575,'2018/11/20 12:54:42:226',24,9.556789,5.445599,213,661,?,?,?,?,?
2576,'2018/11/20 12:54:42:243',24,9.575597,5.435005,213,661,?,?,?,?,?
2577,'2018/11/20 12:54:42:259',24,9.605445,5.426317,213,661,?,?,?,?,?
2578,'2018/11/20 12:54:42:335',24,9.628062,5.425866,213,661,?,?,?,?,?
2579,'2018/11/20 12:54:42:343',24,9.639914,5.440018,213,661,?,?,?,?,?
2580,'2018/11/20 12:54:42:343',24,9.642042,5.445712,213,661,?,?,?,?,?
2581,'2018/11/20 12:54:42:344',24,9.614035,5.410776,213,661,?,?,?,?,?
2582,'2018/11/20 12:54:42:344',24,9.502795,5.375858,213,661,?,?,?,?,?
2583,'2018/11/20 12:54:42:358',24,9.474412,5.401365,213,661,?,?,?,?,?
2584,'2018/11/20 12:54:42:376',24,9.445954,5.40462,213,661,?,?,?,?,?
2585,'2018/11/20 12:54:42:392',24,9.425115,5.38715,213,661,?,?,?,?,?
2586,'2018/11/20 12:54:42:409',24,9.414799,5.367227,213,661,?,?,?,?,?
2587,'2018/11/20 12:54:42:425',24,9.432382,5.327271,213,661,?,?,?,?,?
2588,'2018/11/20 12:54:42:442',24,9.44098,5.308067,213,661,?,?,?,?,?
2589,'2018/11/20 12:54:42:460',24,9.439791,5.297391,213,661,?,?,?,?,?
2590,'2018/11/20 12:54:42:476',24,9.445758,5.302155,116,696,?,?,?,?,?
2591,'2018/11/20 12:54:42:495',24,9.456551,5.318621,112,696,?,?,?,?,?
2592,'2018/11/20 12:54:42:511',24,9.459722,5.322093,105,696,?,?,?,?,?
2593,'2018/11/20 12:54:42:527',24,9.461409,5.312882,100,696,?,?,?,?,?
2594,'2018/11/20 12:54:42:543',24,9.459957,5.307695,95,696,?,?,?,?,?
2595,'2018/11/20 12:54:42:561',24,9.488686,5.307051,89,696,?,?,?,?,?
2596,'2018/11/20 12:54:42:576',24,9.493049,5.297461,84,696,?,?,?,?,?
2597,'2018/11/20 12:54:42:595',24,9.487945,5.292351,80,696,?,?,?,?,?
2598,'2018/11/20 12:54:42:611',24,9.457534,5.287345,78,696,?,?,?,?,?
2599,'2018/11/20 12:54:42:627',24,9.434467,5.292824,76,696,?,?,?,?,?
2600,'2018/11/20 12:54:42:642',24,9.401297,5.29185,74,696,?,?,?,?,?
2601,'2018/11/20 12:54:42:697',24,9.377437,5.269552,74,696,?,?,?,?,?
2602,'2018/11/20 12:54:42:698',24,9.371817,5.261975,74,696,?,?,?,?,?
2603,'2018/11/20 12:54:42:701',24,9.373984,5.262484,74,696,?,?,?,?,?
2604,'2018/11/20 12:54:42:707',24,9.43406,5.305799,74,696,?,?,?,?,?
2605,'2018/11/20 12:54:42:725',24,9.448506,5.314726,74,696,?,?,?,?,?
2606,'2018/11/20 12:54:42:743',24,9.518941,5.393539,74,696,?,?,?,?,?
2607,'2018/11/20 12:54:42:759',24,9.537869,5.417911,74,696,?,?,?,?,?
2608,'2018/11/20 12:54:42:774',24,9.591338,5.502838,74,696,?,?,?,?,?
2609,'2018/11/20 12:54:42:794',24,9.614779,5.56128,74,696,?,?,?,?,?
2610,'2018/11/20 12:54:42:811',24,9.639561,5.595542,78,696,?,?,?,?,?
2611,'2018/11/20 12:54:42:831',24,9.640521,5.578103,85,696,?,?,?,?,?
2612,'2018/11/20 12:54:42:844',24,9.646203,5.579291,92,696,?,?,?,?,?
2613,'2018/11/20 12:54:42:862',24,9.617598,5.523288,100,696,?,?,?,?,?
2614,'2018/11/20 12:54:42:879',24,9.601322,5.500882,108,696,?,?,?,?,?
2615,'2018/11/20 12:54:42:893',24,9.562901,5.42695,117,696,?,?,?,?,?
2616,'2018/11/20 12:54:42:919',24,9.54944,5.406306,123,696,?,?,?,?,?
2617,'2018/11/20 12:54:42:927',24,9.533033,5.359398,128,696,?,?,?,?,?
2618,'2018/11/20 12:54:42:946',24,9.523316,5.334863,132,696,?,?,?,?,?
2619,'2018/11/20 12:54:42:960',24,9.533097,5.326166,134,696,?,?,?,?,?
2620,'2018/11/20 12:54:42:977',24,9.55251,5.330149,136,696,?,?,?,?,?
2621,'2018/11/20 12:54:42:998',24,9.562256,5.345594,137,696,?,?,?,?,?
2622,'2018/11/20 12:54:43:009',24,9.563809,5.373295,137,696,?,?,?,?,?
2623,'2018/11/20 12:54:43:026',24,9.564139,5.389042,137,696,?,?,?,?,?
2624,'2018/11/20 12:54:43:044',24,9.545485,5.376613,137,696,?,?,?,?,?
2625,'2018/11/20 12:54:43:061',24,9.539183,5.372485,137,696,?,?,?,?,?
2626,'2018/11/20 12:54:43:078',24,9.517576,5.327489,137,696,?,?,?,?,?
2627,'2018/11/20 12:54:43:094',24,9.499176,5.294496,136,696,?,?,?,?,?
2628,'2018/11/20 12:54:43:112',24,9.475029,5.247669,132,696,?,?,?,?,?
2629,'2018/11/20 12:54:43:128',24,9.468075,5.226938,127,696,?,?,?,?,?
2630,'2018/11/20 12:54:43:145',24,9.464522,5.217717,123,696,?,?,?,?,?
2631,'2018/11/20 12:54:43:161',24,9.460006,5.200694,116,696,?,?,?,?,?
2632,'2018/11/20 12:54:43:181',24,9.45636,5.194178,108,696,?,?,?,?,?
2633,'2018/11/20 12:54:43:195',24,9.461513,5.194052,101,696,?,?,?,?,?
2634,'2018/11/20 12:54:43:216',24,9.475718,5.199024,93,696,?,?,?,?,?
2635,'2018/11/20 12:54:43:228',24,9.482556,5.209772,86,696,?,?,?,?,?
2636,'2018/11/20 12:54:43:245',24,9.479932,5.232553,78,696,?,?,?,?,?
2637,'2018/11/20 12:54:43:261',24,9.484249,5.245964,74,697,?,?,?,?,?
2638,'2018/11/20 12:54:43:278',24,9.516051,5.249032,71,698,?,?,?,?,?
2639,'2018/11/20 12:54:43:292',24,9.532813,5.252547,69,699,?,?,?,?,?
2640,'2018/11/20 12:54:43:310',24,9.54727,5.264357,69,699,?,?,?,?,?
2641,'2018/11/20 12:54:43:326',24,9.565596,5.284051,69,699,?,?,?,?,?
2642,'2018/11/20 12:54:43:344',24,9.582674,5.303061,69,699,?,?,?,?,?
2643,'2018/11/20 12:54:43:360',24,9.597091,5.323577,69,699,?,?,?,?,?
2644,'2018/11/20 12:54:43:380',24,9.615769,5.35379,69,699,?,?,?,?,?
2645,'2018/11/20 12:54:43:394',24,9.65557,5.410652,69,699,?,?,?,?,?
2646,'2018/11/20 12:54:43:409',24,9.686434,5.432627,69,699,?,?,?,?,?
2647,'2018/11/20 12:54:43:428',24,9.697294,5.436885,69,699,?,?,?,?,?
2648,'2018/11/20 12:54:43:444',24,9.700822,5.440334,71,700,?,?,?,?,?
2649,'2018/11/20 12:54:43:461',24,9.698898,5.442901,75,700,?,?,?,?,?
2650,'2018/11/20 12:54:43:478',24,9.689593,5.43937,80,701,?,?,?,?,?
2651,'2018/11/20 12:54:43:496',24,9.663016,5.420567,86,702,?,?,?,?,?
2652,'2018/11/20 12:54:43:512',24,9.637806,5.391263,94,703,?,?,?,?,?
2653,'2018/11/20 12:54:43:528',24,9.627746,5.366069,101,704,?,?,?,?,?
2654,'2018/11/20 12:54:43:545',24,9.637174,5.341319,108,705,?,?,?,?,?
2655,'2018/11/20 12:54:43:560',24,9.648929,5.327389,115,706,?,?,?,?,?
2656,'2018/11/20 12:54:43:577',24,9.662242,5.298659,120,706,?,?,?,?,?
2657,'2018/11/20 12:54:43:597',24,9.659652,5.287686,125,706,?,?,?,?,?
2658,'2018/11/20 12:54:43:610',24,9.654,5.279628,128,706,?,?,?,?,?
2659,'2018/11/20 12:54:43:628',24,9.660439,5.296622,130,706,?,?,?,?,?
2660,'2018/11/20 12:54:43:646',24,9.660991,5.306259,132,706,?,?,?,?,?
2661,'2018/11/20 12:54:43:660',24,9.667819,5.310925,133,706,?,?,?,?,?
2662,'2018/11/20 12:54:43:676',24,9.666488,5.295476,134,706,?,?,?,?,?
2663,'2018/11/20 12:54:43:693',24,9.659233,5.279846,134,706,?,?,?,?,?
2664,'2018/11/20 12:54:43:708',24,9.654612,5.279359,134,706,?,?,?,?,?
2665,'2018/11/20 12:54:43:726',24,9.646584,5.274231,134,706,?,?,?,?,?
2666,'2018/11/20 12:54:43:745',24,9.638994,5.267807,134,706,?,?,?,?,?
2667,'2018/11/20 12:54:43:760',24,9.600437,5.216744,133,706,?,?,?,?,?
2668,'2018/11/20 12:54:43:777',24,9.579564,5.178185,128,706,?,?,?,?,?
2669,'2018/11/20 12:54:43:794',24,9.573314,5.163578,123,706,?,?,?,?,?
2670,'2018/11/20 12:54:43:810',24,9.540272,5.135252,115,706,?,?,?,?,?
2671,'2018/11/20 12:54:43:828',24,9.530435,5.125561,107,706,?,?,?,?,?
2672,'2018/11/20 12:54:43:845',24,9.538825,5.128766,98,707,?,?,?,?,?
2673,'2018/11/20 12:54:43:861',24,9.565791,5.135246,87,708,?,?,?,?,?
2674,'2018/11/20 12:54:43:877',24,9.592805,5.154021,76,710,?,?,?,?,?
2675,'2018/11/20 12:54:43:893',24,9.603644,5.173075,67,711,?,?,?,?,?
2676,'2018/11/20 12:54:43:910',24,9.613671,5.193876,59,713,?,?,?,?,?
2677,'2018/11/20 12:54:43:929',24,9.617627,5.212785,55,715,?,?,?,?,?
2678,'2018/11/20 12:54:43:947',24,9.617491,5.230836,52,716,?,?,?,?,?
2679,'2018/11/20 12:54:43:963',24,9.611905,5.242326,51,716,?,?,?,?,?
2680,'2018/11/20 12:54:43:976',24,9.604089,5.242243,50,717,?,?,?,?,?
2681,'2018/11/20 12:54:43:993',24,9.59259,5.208887,50,717,?,?,?,?,?
2682,'2018/11/20 12:54:44:012',24,9.610522,5.215452,50,717,?,?,?,?,?
2683,'2018/11/20 12:54:44:028',24,9.638667,5.211937,50,717,?,?,?,?,?
2684,'2018/11/20 12:54:44:042',24,9.642402,5.213396,50,717,?,?,?,?,?
2685,'2018/11/20 12:54:44:059',24,9.666972,5.284884,50,717,?,?,?,?,?
2686,'2018/11/20 12:54:44:077',24,9.680563,5.339326,50,717,?,?,?,?,?
2687,'2018/11/20 12:54:44:092',24,9.686267,5.367345,50,717,?,?,?,?,?
2688,'2018/11/20 12:54:44:111',24,9.708546,5.410462,50,717,?,?,?,?,?
2689,'2018/11/20 12:54:44:127',24,9.723639,5.437059,50,717,?,?,?,?,?
2690,'2018/11/20 12:54:44:145',24,9.753849,5.448105,50,717,?,?,?,?,?
2691,'2018/11/20 12:54:44:161',24,9.765746,5.456891,51,717,?,?,?,?,?
2692,'2018/11/20 12:54:44:180',24,9.71501,5.414701,54,717,?,?,?,?,?
2693,'2018/11/20 12:54:44:195',24,9.705059,5.407156,58,717,?,?,?,?,?
2694,'2018/11/20 12:54:44:210',24,9.689569,5.403642,63,717,?,?,?,?,?
2695,'2018/11/20 12:54:44:230',24,9.689951,5.422887,70,718,?,?,?,?,?
2696,'2018/11/20 12:54:44:243',24,9.698092,5.441217,78,718,?,?,?,?,?
2697,'2018/11/20 12:54:44:263',24,9.76094,5.441579,86,720,?,?,?,?,?
2698,'2018/11/20 12:54:44:276',24,9.782184,5.435112,86,720,?,?,?,?,?
2699,'2018/11/20 12:54:44:292',24,9.796778,5.325493,86,720,?,?,?,?,?
2700,'2018/11/20 12:54:44:310',24,9.770285,5.290894,86,720,?,?,?,?,?
2701,'2018/11/20 12:54:44:327',24,9.725989,5.250479,86,720,?,?,?,?,?
2702,'2018/11/20 12:54:44:342',24,9.690099,5.234932,86,720,?,?,?,?,?
2703,'2018/11/20 12:54:44:358',24,9.64749,5.219697,86,720,?,?,?,?,?
2704,'2018/11/20 12:54:44:375',24,9.635938,5.217877,86,720,?,?,?,?,?
2705,'2018/11/20 12:54:44:393',24,9.68837,5.231308,86,720,?,?,?,?,?
2706,'2018/11/20 12:54:44:410',24,9.737899,5.250793,86,720,?,?,?,?,?
2707,'2018/11/20 12:54:44:427',24,9.784293,5.271918,86,720,?,?,?,?,?
2708,'2018/11/20 12:54:44:442',24,9.810115,5.296557,86,720,?,?,?,?,?
2709,'2018/11/20 12:54:44:458',24,9.806415,5.311318,86,720,?,?,?,?,?
2710,'2018/11/20 12:54:44:476',24,9.760836,5.316899,86,720,?,?,?,?,?
2711,'2018/11/20 12:54:44:493',24,9.741116,5.310904,86,720,?,?,?,?,?
2712,'2018/11/20 12:54:44:509',24,9.727939,5.302022,86,720,?,?,?,?,?
2713,'2018/11/20 12:54:44:528',24,9.727427,5.30019,86,720,?,?,?,?,?
2714,'2018/11/20 12:54:44:544',24,9.744619,5.309049,86,720,?,?,?,?,?
2715,'2018/11/20 12:54:44:561',24,9.763025,5.317502,86,720,?,?,?,?,?
2716,'2018/11/20 12:54:44:577',24,9.770121,5.312782,86,720,?,?,?,?,?
2717,'2018/11/20 12:54:44:595',24,9.770263,5.323874,86,720,?,?,?,?,?
2718,'2018/11/20 12:54:44:610',24,9.756083,5.337308,86,720,?,?,?,?,?
2719,'2018/11/20 12:54:44:635',24,9.769754,5.343797,86,720,?,?,?,?,?
2720,'2018/11/20 12:54:44:641',24,9.773875,5.342194,86,720,?,?,?,?,?
2721,'2018/11/20 12:54:44:661',24,9.805559,5.333708,86,720,?,?,?,?,?
2722,'2018/11/20 12:54:44:676',24,9.815446,5.331543,86,720,?,?,?,?,?
2723,'2018/11/20 12:54:44:693',24,9.810465,5.330473,86,720,?,?,?,?,?
2724,'2018/11/20 12:54:44:710',24,9.806884,5.330746,86,720,?,?,?,?,?
2725,'2018/11/20 12:54:44:727',24,9.810293,5.332517,86,720,?,?,?,?,?
2726,'2018/11/20 12:54:44:744',24,9.815413,5.344433,86,720,?,?,?,?,?
2727,'2018/11/20 12:54:44:760',24,9.852834,5.391914,86,720,?,?,?,?,?
2728,'2018/11/20 12:54:44:776',24,9.858023,5.454201,86,720,?,?,?,?,?
2729,'2018/11/20 12:54:44:793',24,9.85769,5.471484,86,720,?,?,?,?,?
2730,'2018/11/20 12:54:44:809',24,9.791202,5.52293,86,720,?,?,?,?,?
2731,'2018/11/20 12:54:44:826',24,9.748498,5.552125,86,720,?,?,?,?,?
2732,'2018/11/20 12:54:44:843',24,9.721992,5.580195,86,720,?,?,?,?,?
2733,'2018/11/20 12:54:44:860',24,9.718186,5.612147,86,720,?,?,?,?,?
2734,'2018/11/20 12:54:44:876',24,9.734893,5.637869,86,720,?,?,?,?,?
2735,'2018/11/20 12:54:44:894',24,9.770678,5.656584,86,720,?,?,?,?,?
2736,'2018/11/20 12:54:44:910',24,9.8347,5.700561,86,720,?,?,?,?,?
2737,'2018/11/20 12:54:44:927',24,9.867862,5.719491,86,720,?,?,?,?,?
2738,'2018/11/20 12:54:44:944',24,9.884212,5.728213,86,720,?,?,?,?,?
2739,'2018/11/20 12:54:44:960',24,9.867741,5.69963,86,720,?,?,?,?,?
2740,'2018/11/20 12:54:44:976',24,9.818835,5.630601,86,720,?,?,?,?,?
2741,'2018/11/20 12:54:44:993',24,9.773487,5.578704,86,720,?,?,?,?,?
2742,'2018/11/20 12:54:45:010',24,9.714402,5.5071,86,720,?,?,?,?,?
2743,'2018/11/20 12:54:45:027',24,9.672698,5.473887,86,720,?,?,?,?,?
2744,'2018/11/20 12:54:45:044',24,9.629044,5.454398,86,720,?,?,?,?,?
2745,'2018/11/20 12:54:45:060',24,9.591705,5.462181,86,720,?,?,?,?,?
2746,'2018/11/20 12:54:45:075',24,9.619123,5.545894,86,720,?,?,?,?,?
2747,'2018/11/20 12:54:45:094',24,9.635279,5.577681,86,720,?,?,?,?,?
2748,'2018/11/20 12:54:45:110',24,9.713166,5.632059,86,720,?,?,?,?,?
2749,'2018/11/20 12:54:45:126',24,9.744618,5.638623,86,720,?,?,?,?,?
2750,'2018/11/20 12:54:45:142',24,9.780956,5.671262,86,720,?,?,?,?,?
2751,'2018/11/20 12:54:45:162',24,9.78854,5.654809,86,720,?,?,?,?,?
2752,'2018/11/20 12:54:45:178',24,9.78889,5.647244,86,720,?,?,?,?,?
2753,'2018/11/20 12:54:45:194',24,9.773636,5.625698,86,720,?,?,?,?,?
2754,'2018/11/20 12:54:45:234',24,9.768932,5.622578,86,720,?,?,?,?,?
2755,'2018/11/20 12:54:45:234',24,9.723338,5.595915,86,720,?,?,?,?,?
2756,'2018/11/20 12:54:45:244',24,9.713868,5.60344,86,720,?,?,?,?,?
2757,'2018/11/20 12:54:45:260',24,9.694877,5.642117,86,720,?,?,?,?,?
2758,'2018/11/20 12:54:45:276',24,9.64331,5.700251,86,720,?,?,?,?,?
2759,'2018/11/20 12:54:45:319',24,9.5755,5.726462,86,720,?,?,?,?,?
2760,'2018/11/20 12:54:45:323',24,9.516468,5.746577,86,720,?,?,?,?,?
2761,'2018/11/20 12:54:45:325',24,9.504143,5.790839,86,720,?,?,?,?,?
2762,'2018/11/20 12:54:45:344',24,9.525956,5.801478,86,720,?,?,?,?,?
2763,'2018/11/20 12:54:45:358',24,9.578843,5.784843,86,720,?,?,?,?,?
2764,'2018/11/20 12:54:49:958',25,9.845782,5.812309,86,720,?,?,?,?,?
2765,'2018/11/20 12:54:49:975',25,9.832065,5.800775,86,720,?,?,?,?,?
2766,'2018/11/20 12:54:49:992',25,9.813023,5.771061,86,720,?,?,?,?,?
2767,'2018/11/20 12:54:50:010',25,9.862579,5.765663,86,720,?,?,?,?,?
