@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
1850,'2018/11/20 12:51:21:742',20,-6.104012,62.617004,168,351,?,1,?,?,?
1851,'2018/11/20 12:51:21:759',20,-6.124389,62.606831,168,351,?,1,?,?,?
1852,'2018/11/20 12:51:21:775',20,-6.143401,62.574108,168,351,?,1,?,?,?
1853,'2018/11/20 12:51:21:791',20,-6.144624,62.555923,168,351,?,1,?,?,?
1854,'2018/11/20 12:51:21:809',20,-6.137398,62.55328,168,351,?,1,?,?,?
1855,'2018/11/20 12:51:21:826',20,-6.136203,62.550423,168,351,?,1,?,?,?
1856,'2018/11/20 12:51:21:843',20,-6.132263,62.555656,168,351,?,1,?,?,?
1857,'2018/11/20 12:51:21:859',20,-6.125581,62.554001,168,351,?,1,?,?,?
1858,'2018/11/20 12:51:21:876',20,-6.118982,62.567696,168,351,?,1,?,?,?
1859,'2018/11/20 12:51:21:892',20,-6.11327,62.596107,168,351,?,1,?,?,?
1860,'2018/11/20 12:51:21:919',20,-6.113119,62.594349,168,351,?,1,?,?,?
1861,'2018/11/20 12:51:21:926',20,-6.115981,62.567589,168,351,?,1,?,?,?
1862,'2018/11/20 12:51:21:944',20,-6.089448,62.571621,168,351,?,1,?,?,?
1863,'2018/11/20 12:51:21:960',20,-6.040545,62.687035,168,351,?,1,?,?,?
1864,'2018/11/20 12:51:21:976',20,-6.033668,62.715435,168,351,?,1,?,?,?
1865,'2018/11/20 12:51:21:993',20,-6.018693,62.832485,168,351,?,1,?,?,?
1866,'2018/11/20 12:51:22:009',20,-6.00888,62.852242,168,351,?,1,?,?,?
1867,'2018/11/20 12:51:22:026',20,-5.991024,62.924507,168,351,?,1,?,?,?
1868,'2018/11/20 12:51:22:042',20,-5.995888,62.919235,168,351,?,1,?,?,?
1869,'2018/11/20 12:51:22:059',20,-5.998116,62.871559,168,351,?,1,?,?,?
1870,'2018/11/20 12:51:22:077',20,-5.956772,62.881596,168,351,?,1,?,?,?
1871,'2018/11/20 12:51:22:093',20,-5.903377,62.931679,168,351,?,1,?,?,?
1872,'2018/11/20 12:51:22:110',20,-5.863467,62.959351,168,351,?,1,?,?,?
1873,'2018/11/20 12:51:22:126',20,-5.858636,62.970974,168,351,?,1,?,?,?
1874,'2018/11/20 12:51:22:142',20,-5.863222,62.977722,168,351,?,1,?,?,?
1875,'2018/11/20 12:51:22:159',20,-5.863173,62.981407,168,351,?,1,?,?,?
1876,'2018/11/20 12:51:22:175',20,-5.836681,63.005466,168,351,?,1,?,?,?
1877,'2018/11/20 12:51:22:193',20,-5.82916,63.013611,168,351,?,1,?,?,?
1878,'2018/11/20 12:51:22:210',20,-5.833575,63.022106,168,351,?,1,?,?,?
1879,'2018/11/20 12:51:22:227',20,-5.826971,62.991024,168,351,?,1,?,?,?
1880,'2018/11/20 12:51:22:242',20,-5.829748,62.950996,168,351,?,1,?,?,?
1881,'2018/11/20 12:51:52:190',21,5.774032,3.025701,168,351,?,?,?,?,?
1882,'2018/11/20 12:51:52:195',21,5.775564,3.033044,168,351,?,?,?,?,?
1883,'2018/11/20 12:51:52:212',21,5.772731,3.031206,168,351,?,?,?,?,?
1884,'2018/11/20 12:51:52:229',21,5.771095,3.028048,168,351,?,?,?,?,?
1885,'2018/11/20 12:51:52:244',21,5.776487,3.036117,168,351,?,?,?,?,?
1886,'2018/11/20 12:51:52:260',21,5.785567,3.07096,168,351,?,?,?,?,?
1887,'2018/11/20 12:51:52:276',21,5.789102,3.121847,168,351,?,?,?,?,?
1888,'2018/11/20 12:51:52:293',21,5.76392,3.136146,168,351,?,?,?,?,?
1889,'2018/11/20 12:51:52:309',21,5.659361,3.096907,168,351,?,?,?,?,?
1890,'2018/11/20 12:51:52:326',21,5.574754,3.079633,168,351,?,?,?,?,?
1891,'2018/11/20 12:51:52:346',21,5.5153,3.090516,168,351,?,?,?,?,?
1892,'2018/11/20 12:51:52:361',21,5.5153,3.090516,168,351,?,?,?,?,?
1893,'2018/11/20 12:51:52:377',21,5.500095,3.044356,168,351,?,?,?,?,?
1894,'2018/11/20 12:51:52:394',21,5.566883,3.032399,168,351,?,?,?,?,?
1895,'2018/11/20 12:51:52:410',21,5.587782,3.024956,168,351,?,?,?,?,?
1896,'2018/11/20 12:51:52:428',21,5.63073,3.010758,168,351,?,?,?,?,?
1897,'2018/11/20 12:51:52:444',21,5.640687,3.013411,168,351,?,?,?,?,?
1898,'2018/11/20 12:51:52:461',21,5.648814,3.014199,168,351,?,?,?,?,?
1899,'2018/11/20 12:51:52:476',21,5.657931,3.018564,168,351,?,?,?,?,?
1900,'2018/11/20 12:51:52:494',21,5.659509,3.016642,168,351,?,?,?,?,?
1901,'2018/11/20 12:51:52:511',21,5.697292,3.006935,168,351,?,?,?,?,?
1902,'2018/11/20 12:51:52:528',21,5.703257,2.998003,168,351,?,?,?,?,?
1903,'2018/11/20 12:51:52:544',21,5.756412,2.97888,168,351,?,?,?,?,?
1904,'2018/11/20 12:51:52:561',21,5.761885,2.986016,168,351,?,?,?,?,?
1905,'2018/11/20 12:51:52:578',21,5.750891,2.986786,168,351,?,?,?,?,?
1906,'2018/11/20 12:51:52:594',21,5.715511,2.943141,168,351,?,?,?,?,?
1907,'2018/11/20 12:51:52:610',21,5.713646,2.929526,168,351,?,?,?,?,?
1908,'2018/11/20 12:51:52:627',21,5.687563,2.875229,168,351,?,?,?,?,?
1909,'2018/11/20 12:51:52:645',21,5.68713,2.865452,168,351,?,?,?,?,?
1910,'2018/11/20 12:51:52:662',21,5.674572,2.81667,168,351,?,?,?,?,?
1911,'2018/11/20 12:51:52:677',21,5.67032,2.798658,168,351,?,?,?,?,?
1912,'2018/11/20 12:51:52:694',21,5.706683,2.76959,168,351,?,?,?,?,?
1913,'2018/11/20 12:51:52:712',21,5.744114,2.774464,168,351,?,?,?,?,?
1914,'2018/11/20 12:51:52:726',21,5.764029,2.770537,168,351,?,?,?,?,?
1915,'2018/11/20 12:51:52:742',21,5.80846,2.799576,168,351,?,?,?,?,?
1916,'2018/11/20 12:51:52:760',21,5.824116,2.811028,168,351,?,?,?,?,?
1917,'2018/11/20 12:51:52:777',21,5.872125,2.847393,168,351,?,?,?,?,?
1918,'2018/11/20 12:51:52:852',21,5.882782,2.855728,168,351,?,?,?,?,?
1919,'2018/11/20 12:51:52:854',21,5.885815,2.858466,168,351,?,?,?,?,?
1920,'2018/11/20 12:51:52:854',21,5.865877,2.833579,168,351,?,?,?,?,?
1921,'2018/11/20 12:51:52:854',21,5.866481,2.821584,168,351,?,?,?,?,?
1922,'2018/11/20 12:51:52:862',21,5.868338,2.811263,168,351,?,?,?,?,?
1923,'2018/11/20 12:51:52:878',21,5.863591,2.803055,168,351,?,?,?,?,?
1924,'2018/11/20 12:51:52:893',21,5.854554,2.794642,168,351,?,?,?,?,?
1925,'2018/11/20 12:51:52:911',21,5.862445,2.792581,168,351,?,?,?,?,?
1926,'2018/11/20 12:51:52:927',21,5.870478,2.806551,168,351,?,?,?,?,?
1927,'2018/11/20 12:51:52:944',21,5.888507,2.825946,168,351,?,?,?,?,?
1928,'2018/11/20 12:51:52:961',21,5.909577,2.845729,168,351,?,?,?,?,?
1929,'2018/11/20 12:51:52:978',21,5.926627,2.859847,168,351,?,?,?,?,?
1930,'2018/11/20 12:51:52:995',21,5.938315,2.873949,168,351,?,?,?,?,?
1931,'2018/11/20 12:51:53:010',21,5.972919,2.907556,168,351,?,?,?,?,?
1932,'2018/11/20 12:51:53:028',21,6.009929,2.923845,168,351,?,?,?,?,?
1933,'2018/11/20 12:51:53:043',21,6.012276,2.929343,168,351,?,?,?,?,?
1934,'2018/11/20 12:51:53:062',21,6.008638,2.918167,168,351,?,?,?,?,?
1935,'2018/11/20 12:51:53:077',21,5.999247,2.906592,168,351,?,?,?,?,?
1936,'2018/11/20 12:51:53:095',21,6.006355,2.899301,168,351,?,?,?,?,?
1937,'2018/11/20 12:51:53:109',21,6.018215,2.874321,168,351,?,?,?,?,?
1938,'2018/11/20 12:51:53:127',21,6.036062,2.870351,168,351,?,?,?,?,?
1939,'2018/11/20 12:51:53:153',21,6.012143,2.833718,168,351,?,?,?,?,?
1940,'2018/11/20 12:51:53:158',21,5.95043,2.824359,168,351,?,?,?,?,?
1941,'2018/11/20 12:51:53:174',21,5.916691,2.853534,168,351,?,?,?,?,?
1942,'2018/11/20 12:51:53:192',21,5.916977,2.874575,168,351,?,?,?,?,?
1943,'2018/11/20 12:51:53:209',21,5.922063,2.849048,168,351,?,?,?,?,?
1944,'2018/11/20 12:51:53:228',21,5.923024,2.810943,168,351,?,?,?,?,?
1945,'2018/11/20 12:51:53:247',21,5.933343,2.802558,168,351,?,?,?,?,?
1946,'2018/11/20 12:51:53:259',21,5.946602,2.805436,168,351,?,?,?,?,?
1947,'2018/11/20 12:51:53:278',21,5.963897,2.812322,168,351,?,?,?,?,?
1948,'2018/11/20 12:51:53:293',21,5.990838,2.824453,168,351,?,?,?,?,?
1949,'2018/11/20 12:51:53:311',21,6.007168,2.833867,168,351,?,?,?,?,?
1950,'2018/11/20 12:51:53:328',21,6.039323,2.85307,168,351,?,?,?,?,?
1951,'2018/11/20 12:51:53:343',21,6.043937,2.857007,168,351,?,?,?,?,?
1952,'2018/11/20 12:51:53:363',21,6.065829,2.874124,168,351,?,?,?,?,?
1953,'2018/11/20 12:51:53:377',21,6.067673,2.877215,168,351,?,?,?,?,?
1954,'2018/11/20 12:51:53:394',21,6.072203,2.878728,168,351,?,?,?,?,?
1955,'2018/11/20 12:51:53:412',21,6.074979,2.8809,168,351,?,?,?,?,?
1956,'2018/11/20 12:51:53:428',21,6.052748,2.863198,168,351,?,?,?,?,?
1957,'2018/11/20 12:51:53:445',21,6.034953,2.858814,168,351,?,?,?,?,?
1958,'2018/11/20 12:51:53:461',21,6.006793,2.827543,168,351,?,?,?,?,?
1959,'2018/11/20 12:51:53:478',21,5.980633,2.779398,168,351,?,?,?,?,?
1960,'2018/11/20 12:51:53:495',21,5.978009,2.763214,168,351,?,?,?,?,?
1961,'2018/11/20 12:51:53:511',21,5.97319,2.732949,168,351,?,?,?,?,?
1962,'2018/11/20 12:51:53:529',21,5.967823,2.718601,168,351,?,?,?,?,?
1963,'2018/11/20 12:51:53:544',21,5.970273,2.713206,168,351,?,?,?,?,?
1964,'2018/11/20 12:51:53:561',21,5.972627,2.712229,168,351,?,?,?,?,?
1965,'2018/11/20 12:51:53:575',21,6.000316,2.740166,168,351,?,?,?,?,?
1966,'2018/11/20 12:51:53:595',21,6.010109,2.752828,168,351,?,?,?,?,?
1967,'2018/11/20 12:51:53:610',21,6.01725,2.766796,168,351,?,?,?,?,?
1968,'2018/11/20 12:51:53:625',21,6.034219,2.781384,168,351,?,?,?,?,?
1969,'2018/11/20 12:51:53:645',21,6.036805,2.781547,168,351,?,?,?,?,?
1970,'2018/11/20 12:51:53:660',21,6.044065,2.782819,168,351,?,?,?,?,?
1971,'2018/11/20 12:51:53:678',21,6.05062,2.785386,168,351,?,?,?,?,?
1972,'2018/11/20 12:51:53:697',21,6.050989,2.784429,168,351,?,?,?,?,?
1973,'2018/11/20 12:51:53:709',21,6.049314,2.781914,168,351,?,?,?,?,?
1974,'2018/11/20 12:51:53:726',21,6.048575,2.778769,168,351,?,?,?,?,?
1975,'2018/11/20 12:51:53:746',21,6.046935,2.774611,168,351,?,?,?,?,?
1976,'2018/11/20 12:51:53:761',21,6.044612,2.768694,168,351,?,?,?,?,?
1977,'2018/11/20 12:51:53:778',21,6.031089,2.762958,168,351,?,?,?,?,?
1978,'2018/11/20 12:51:53:795',21,6.007771,2.763936,168,351,?,?,?,?,?
1979,'2018/11/20 12:51:53:811',21,6.006748,2.767041,168,351,?,?,?,?,?
1980,'2018/11/20 12:51:53:827',21,6.012294,2.769605,168,351,?,?,?,?,?
1981,'2018/11/20 12:51:53:842',21,6.009893,2.768385,168,351,?,?,?,?,?
1982,'2018/11/20 12:51:53:862',21,6.03253,2.768176,168,351,?,?,?,?,?
1983,'2018/11/20 12:51:53:878',21,6.039877,2.767156,168,351,?,?,?,?,?
1984,'2018/11/20 12:51:53:893',21,6.062838,2.783949,168,351,?,?,?,?,?
1985,'2018/11/20 12:51:53:911',21,6.076359,2.793045,168,351,?,?,?,?,?
1986,'2018/11/20 12:51:53:927',21,6.09772,2.807557,168,351,?,?,?,?,?
1987,'2018/11/20 12:51:53:944',21,6.113455,2.819896,168,351,?,?,?,?,?
1988,'2018/11/20 12:51:53:962',21,6.117512,2.824756,168,351,?,?,?,?,?
1989,'2018/11/20 12:51:53:977',21,6.106043,2.821262,168,351,?,?,?,?,?
1990,'2018/11/20 12:51:53:994',21,6.103301,2.816092,168,351,?,?,?,?,?
1991,'2018/11/20 12:51:54:011',21,6.078001,2.801931,168,351,?,?,?,?,?
1992,'2018/11/20 12:51:54:028',21,6.071838,2.797982,168,351,?,?,?,?,?
1993,'2018/11/20 12:51:54:048',21,6.049148,2.787977,168,351,?,?,?,?,?
1994,'2018/11/20 12:51:54:061',21,6.043671,2.777195,168,351,?,?,?,?,?
1995,'2018/11/20 12:51:54:077',21,6.0496,2.779273,168,351,?,?,?,?,?
1996,'2018/11/20 12:51:54:095',21,6.056545,2.7948,168,351,?,?,?,?,?
1997,'2018/11/20 12:51:54:109',21,6.058926,2.804705,168,351,?,?,?,?,?
1998,'2018/11/20 12:51:54:128',21,6.066739,2.809506,168,351,?,?,?,?,?
1999,'2018/11/20 12:51:54:142',21,6.080938,2.813444,168,351,?,?,?,?,?
2000,'2018/11/20 12:51:54:163',21,6.094731,2.811941,168,351,?,?,?,?,?
2001,'2018/11/20 12:51:54:178',21,6.10183,2.809634,168,351,?,?,?,?,?
2002,'2018/11/20 12:51:54:195',21,6.076906,2.784147,168,351,?,?,?,?,?
2003,'2018/11/20 12:51:54:209',21,6.05654,2.755783,168,351,?,?,?,?,?
2004,'2018/11/20 12:51:54:229',21,6.065135,2.743774,168,351,?,?,?,?,?
2005,'2018/11/20 12:51:54:243',21,6.086649,2.752707,168,351,?,?,?,?,?
2006,'2018/11/20 12:51:54:260',21,6.088142,2.752923,168,351,?,?,?,?,?
2007,'2018/11/20 12:51:54:277',21,6.089691,2.760395,168,351,?,?,?,?,?
2008,'2018/11/20 12:51:54:293',21,6.088285,2.767531,168,351,?,?,?,?,?
2009,'2018/11/20 12:51:54:309',21,6.089369,2.75847,168,351,?,?,?,?,?
2010,'2018/11/20 12:51:54:328',21,6.089696,2.745691,168,351,?,?,?,?,?
2011,'2018/11/20 12:51:54:344',21,6.088514,2.736355,168,351,?,?,?,?,?
2012,'2018/11/20 12:51:54:362',21,6.076317,2.722749,168,351,?,?,?,?,?
2013,'2018/11/20 12:51:54:378',21,6.058326,2.715526,168,351,?,?,?,?,?
2014,'2018/11/20 12:51:54:394',21,6.051587,2.712512,168,351,?,?,?,?,?
2015,'2018/11/20 12:51:54:409',21,6.056593,2.715455,168,351,?,?,?,?,?
2016,'2018/11/20 12:51:54:426',21,6.081622,2.721702,168,351,?,?,?,?,?
2017,'2018/11/20 12:51:54:444',21,6.093265,2.724627,168,351,?,?,?,?,?
2018,'2018/11/20 12:51:54:459',21,6.111704,2.728677,168,351,?,?,?,?,?
2019,'2018/11/20 12:51:54:478',21,6.147856,2.749056,168,351,?,?,?,?,?
2020,'2018/11/20 12:51:54:494',21,6.150925,2.754086,168,351,?,?,?,?,?
2021,'2018/11/20 12:51:54:511',21,6.152302,2.761544,168,351,?,?,?,?,?
2022,'2018/11/20 12:51:54:526',21,6.17037,2.769701,168,351,?,?,?,?,?
2023,'2018/11/20 12:51:54:544',21,6.173807,2.76986,168,351,?,?,?,?,?
2024,'2018/11/20 12:51:54:562',21,6.172331,2.76502,168,351,?,?,?,?,?
2025,'2018/11/20 12:51:54:578',21,6.168628,2.763469,168,351,?,?,?,?,?
2026,'2018/11/20 12:51:54:594',21,6.140219,2.754302,168,351,?,?,?,?,?
2027,'2018/11/20 12:51:54:612',21,6.129528,2.753738,168,351,?,?,?,?,?
2028,'2018/11/20 12:51:54:628',21,6.13373,2.757078,168,351,?,?,?,?,?
2029,'2018/11/20 12:51:54:644',21,6.149921,2.762921,168,351,?,?,?,?,?
2030,'2018/11/20 12:51:54:661',21,6.190593,2.771583,168,351,?,?,?,?,?
2031,'2018/11/20 12:51:54:676',21,6.212396,2.787791,168,351,?,?,?,?,?
2032,'2018/11/20 12:51:54:694',21,6.231328,2.806829,168,351,?,?,?,?,?
2033,'2018/11/20 12:51:54:710',21,6.234048,2.807916,168,351,?,?,?,?,?
2034,'2018/11/20 12:51:54:726',21,6.244497,2.815528,168,351,?,?,?,?,?
2035,'2018/11/20 12:51:54:742',21,6.257165,2.817304,168,351,?,?,?,?,?
2036,'2018/11/20 12:51:54:761',21,6.273349,2.830283,168,351,?,?,?,?,?
2037,'2018/11/20 12:51:54:775',21,6.276954,2.831686,168,351,?,?,?,?,?
2038,'2018/11/20 12:51:54:793',21,6.301694,2.839222,168,351,?,?,?,?,?
2039,'2018/11/20 12:51:54:812',21,6.314355,2.848755,168,351,?,?,?,?,?
2040,'2018/11/20 12:51:54:826',21,6.348667,2.879263,168,351,?,?,?,?,?
2041,'2018/11/20 12:51:54:845',21,6.358376,2.889144,168,351,?,?,?,?,?
2042,'2018/11/20 12:51:54:862',21,6.375378,2.904101,168,351,?,?,?,?,?
2043,'2018/11/20 12:51:54:878',21,6.365149,2.907798,168,351,?,?,?,?,?
2044,'2018/11/20 12:51:54:895',21,6.363692,2.912834,168,351,?,?,?,?,?
2045,'2018/11/20 12:51:54:912',21,6.367602,2.925181,168,351,?,?,?,?,?
2046,'2018/11/20 12:51:54:926',21,6.392583,2.902779,168,351,?,?,?,?,?
2047,'2018/11/20 12:51:54:943',21,6.444987,2.895251,168,351,?,?,?,?,?
2048,'2018/11/20 12:51:54:962',21,6.494771,2.887122,168,351,?,?,?,?,?
2049,'2018/11/20 12:51:54:977',21,6.530583,2.895916,168,351,?,?,?,?,?
2050,'2018/11/20 12:51:54:992',21,6.538839,2.907712,168,351,?,?,?,?,?
2051,'2018/11/20 12:51:55:010',21,6.536191,2.922065,168,351,?,?,?,?,?
2052,'2018/11/20 12:51:55:028',21,6.494145,2.916198,168,351,?,?,?,?,?
2053,'2018/11/20 12:51:55:059',21,6.480529,2.915757,168,351,?,?,?,?,?
2054,'2018/11/20 12:51:55:060',21,6.428717,2.885504,168,351,?,?,?,?,?
2055,'2018/11/20 12:51:55:093',21,6.416674,2.870162,168,351,?,?,?,?,?
2056,'2018/11/20 12:51:55:094',21,6.423159,2.839917,168,351,?,?,?,?,?
2057,'2018/11/20 12:51:55:117',21,6.433391,2.823571,168,351,?,?,?,?,?
2058,'2018/11/20 12:51:55:126',21,6.438284,2.834619,168,351,?,?,?,?,?
2059,'2018/11/20 12:51:55:145',21,6.449799,2.857414,168,351,?,?,?,?,?
2060,'2018/11/20 12:51:55:161',21,6.458443,2.86274,168,351,?,?,?,?,?
2061,'2018/11/20 12:51:55:178',21,6.471045,2.865781,168,351,?,?,?,?,?
2062,'2018/11/20 12:51:55:193',21,6.502319,2.869361,168,351,?,?,?,?,?
2063,'2018/11/20 12:51:55:211',21,6.52035,2.866874,168,351,?,?,?,?,?
2064,'2018/11/20 12:51:55:232',21,6.530518,2.860742,168,351,?,?,?,?,?
2065,'2018/11/20 12:51:55:245',21,6.53103,2.857728,168,351,?,?,?,?,?
2066,'2018/11/20 12:51:55:262',21,6.514047,2.847242,168,351,?,?,?,?,?
2067,'2018/11/20 12:51:55:278',21,6.496341,2.831805,168,351,?,?,?,?,?
2068,'2018/11/20 12:51:55:295',21,6.451297,2.801394,168,351,?,?,?,?,?
2069,'2018/11/20 12:51:55:311',21,6.441369,2.793196,168,351,?,?,?,?,?
2070,'2018/11/20 12:51:55:327',21,6.440963,2.780945,168,351,?,?,?,?,?
2071,'2018/11/20 12:51:55:344',21,6.441512,2.77503,168,351,?,?,?,?,?
2072,'2018/11/20 12:51:55:361',21,6.48995,2.763904,168,351,?,?,?,?,?
2073,'2018/11/20 12:51:55:376',21,6.520368,2.758662,168,351,?,?,?,?,?
2074,'2018/11/20 12:51:55:394',21,6.539273,2.765157,168,351,?,?,?,?,?
2075,'2018/11/20 12:51:55:411',21,6.564209,2.780778,168,351,?,?,?,?,?
2076,'2018/11/20 12:51:55:428',21,6.57885,2.805071,168,351,?,?,?,?,?
2077,'2018/11/20 12:51:55:445',21,6.586076,2.814097,168,351,?,?,?,?,?
2078,'2018/11/20 12:51:55:459',21,6.588861,2.829679,168,351,?,?,?,?,?
2079,'2018/11/20 12:51:55:476',21,6.597545,2.837566,168,351,?,?,?,?,?
2080,'2018/11/20 12:51:55:495',21,6.601801,2.846433,168,351,?,?,?,?,?
2081,'2018/11/20 12:51:55:511',21,6.607671,2.865877,168,351,?,?,?,?,?
2082,'2018/11/20 12:51:55:528',21,6.601647,2.87145,168,351,?,?,?,?,?
2083,'2018/11/20 12:51:55:545',21,6.591992,2.885107,168,351,?,?,?,?,?
2084,'2018/11/20 12:51:55:562',21,6.55491,2.912463,168,351,?,?,?,?,?
2085,'2018/11/20 12:51:55:578',21,6.55491,2.912463,168,351,?,?,?,?,?
2086,'2018/11/20 12:51:55:595',21,6.507131,2.920765,168,351,?,?,?,?,?
2087,'2018/11/20 12:51:55:613',21,6.501212,2.93437,168,351,?,?,?,?,?
2088,'2018/11/20 12:51:55:628',21,6.507227,2.948813,168,351,?,?,?,?,?
2089,'2018/11/20 12:51:55:645',21,6.519372,2.947728,168,351,?,?,?,?,?
2090,'2018/11/20 12:51:55:661',21,6.548927,2.927776,168,351,?,?,?,?,?
2091,'2018/11/20 12:51:55:678',21,6.573465,2.938792,168,351,?,?,?,?,?
2092,'2018/11/20 12:51:55:694',21,6.549283,2.941614,168,351,?,?,?,?,?
2093,'2018/11/20 12:51:55:710',21,6.500104,2.920877,168,351,?,?,?,?,?
2094,'2018/11/20 12:51:55:726',21,6.468933,2.884265,168,351,?,?,?,?,?
2095,'2018/11/20 12:51:55:745',21,6.418135,2.797304,168,351,?,?,?,?,?
2096,'2018/11/20 12:51:55:759',21,6.38804,2.742622,168,351,?,?,?,?,?
2097,'2018/11/20 12:51:55:777',21,6.326423,2.63173,168,351,?,?,?,?,?
2098,'2018/11/20 12:51:55:794',21,6.340594,2.620834,168,351,?,?,?,?,?
2099,'2018/11/20 12:52:01:896',22,6.622581,2.660746,168,351,?,?,?,?,?
2100,'2018/11/20 12:52:01:911',22,6.610338,2.657445,168,351,?,?,?,?,?
2101,'2018/11/20 12:52:02:029',22,6.612404,2.664386,168,351,?,?,?,?,?
2102,'2018/11/20 12:52:02:031',22,6.634953,2.673941,168,351,?,?,?,?,?
2103,'2018/11/20 12:52:02:032',22,6.768147,2.730103,168,351,?,?,?,?,?
2104,'2018/11/20 12:52:02:035',22,6.795702,2.739525,168,351,?,?,?,?,?
2105,'2018/11/20 12:52:02:035',22,6.779317,2.730285,168,351,?,?,?,?,?
2106,'2018/11/20 12:52:02:035',22,6.741182,2.696572,168,351,?,?,?,?,?
2107,'2018/11/20 12:52:02:036',22,6.707689,2.685035,168,351,?,?,?,?,?
2108,'2018/11/20 12:52:02:045',22,6.72705,2.735526,168,351,?,?,?,?,?
2109,'2018/11/20 12:52:02:062',22,6.7596,2.7777,168,351,?,?,?,?,?
2110,'2018/11/20 12:52:02:078',22,6.7823,2.801121,168,351,?,?,?,?,?
2111,'2018/11/20 12:52:02:199',22,6.805015,2.829602,168,351,?,?,?,?,?
2112,'2018/11/20 12:52:02:199',22,6.82907,2.852757,168,351,?,?,?,?,?
2113,'2018/11/20 12:52:02:199',22,6.820766,2.848013,168,351,?,?,?,?,?
2114,'2018/11/20 12:52:02:199',22,6.810915,2.864893,168,351,?,?,?,?,?
2115,'2018/11/20 12:52:02:199',22,6.811841,2.845556,168,351,?,?,?,?,?
2116,'2018/11/20 12:52:02:199',22,6.823115,2.829986,168,351,?,?,?,?,?
2117,'2018/11/20 12:52:02:199',22,6.832329,2.829329,168,351,?,?,?,?,?
2118,'2018/11/20 12:52:02:211',22,6.849767,2.823611,168,351,?,?,?,?,?
2119,'2018/11/20 12:52:02:229',22,6.854658,2.814731,168,351,?,?,?,?,?
2120,'2018/11/20 12:52:02:243',22,6.855008,2.786063,168,351,?,?,?,?,?
2121,'2018/11/20 12:52:02:367',22,6.859065,2.77089,168,351,?,?,?,?,?
2122,'2018/11/20 12:52:02:367',22,6.862106,2.742495,168,351,?,?,?,?,?
2123,'2018/11/20 12:52:02:367',22,6.833136,2.657988,168,351,?,?,?,?,?
2124,'2018/11/20 12:52:02:368',22,6.814764,2.610246,168,351,?,?,?,?,?
2125,'2018/11/20 12:52:02:368',22,6.803405,2.559783,168,351,?,?,?,?,?
2126,'2018/11/20 12:52:02:368',22,6.808557,2.51923,168,351,?,?,?,?,?
2127,'2018/11/20 12:52:02:368',22,6.826549,2.464972,168,351,?,?,?,?,?
2128,'2018/11/20 12:52:02:378',22,6.853274,2.449678,168,351,?,?,?,?,?
2129,'2018/11/20 12:52:02:394',22,6.905929,2.449062,168,351,?,?,?,?,?
2130,'2018/11/20 12:52:02:409',22,6.97561,2.487847,168,351,?,?,?,?,?
2131,'2018/11/20 12:52:02:536',22,7.00214,2.523784,168,351,?,?,?,?,?
2132,'2018/11/20 12:52:02:538',22,7.016341,2.560485,168,351,?,?,?,?,?
2133,'2018/11/20 12:52:02:538',22,7.023108,2.607609,168,351,?,?,?,?,?
2134,'2018/11/20 12:52:02:538',22,7.031593,2.651432,168,351,?,?,?,?,?
2135,'2018/11/20 12:52:02:538',22,7.035778,2.683049,168,351,?,?,?,?,?
2136,'2018/11/20 12:52:02:538',22,7.048691,2.703485,168,351,?,?,?,?,?
2137,'2018/11/20 12:52:02:538',22,7.045763,2.687677,168,351,?,?,?,?,?
2138,'2018/11/20 12:52:02:544',22,7.038693,2.662162,168,351,?,?,?,?,?
2139,'2018/11/20 12:52:02:560',22,7.036474,2.644937,168,351,?,?,?,?,?
2140,'2018/11/20 12:52:02:577',22,7.024709,2.626235,168,351,?,?,?,?,?
2141,'2018/11/20 12:52:02:708',22,7.005095,2.539217,168,351,?,?,?,?,?
2142,'2018/11/20 12:52:02:709',22,6.986253,2.496597,168,351,?,?,?,?,?
2143,'2018/11/20 12:52:02:709',22,6.973825,2.462535,168,351,?,?,?,?,?
2144,'2018/11/20 12:52:02:709',22,6.964333,2.457767,168,351,?,?,?,?,?
2145,'2018/11/20 12:52:02:709',22,6.96513,2.473011,168,351,?,?,?,?,?
2146,'2018/11/20 12:52:02:709',22,6.971142,2.519082,168,351,?,?,?,?,?
2147,'2018/11/20 12:52:02:709',22,7.000657,2.570398,168,351,?,?,?,?,?
2148,'2018/11/20 12:52:02:715',22,7.016204,2.598712,168,351,?,?,?,?,?
2149,'2018/11/20 12:52:02:727',22,7.070429,2.65421,168,351,?,?,?,?,?
2150,'2018/11/20 12:52:02:750',22,7.09166,2.673938,168,351,?,?,?,?,?
2151,'2018/11/20 12:52:02:759',22,7.089181,2.716075,168,351,?,?,?,?,?
2152,'2018/11/20 12:52:02:879',22,7.089983,2.726289,168,351,?,?,?,?,?
2153,'2018/11/20 12:52:02:881',22,6.964597,2.678906,168,351,?,?,?,?,?
2154,'2018/11/20 12:52:02:882',22,6.931567,2.656281,361,273,?,?,?,?,?
2155,'2018/11/20 12:52:02:882',22,6.924265,2.631947,361,276,?,?,?,?,?
